@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute class {class_0,class_1,class_2,class_3}

@data
3522,827,42,477,418,330,407,595,524,420,512,111,78,71,28,288,class_2
3523,828,42,547,424,346,436,664,527,439,540,146,98,100,32,376,class_2
3529,927,42,494,420,365,428,628,525,452,538,113,60,79,11,263,class_2
3531,1038,42,473,409,337,413,615,509,426,527,103,57,48,17,225,class_2
3537,0,43,424,375,339,376,555,491,418,494,68,42,36,14,160,class_2
3565,256,43,494,378,351,418,625,487,456,536,107,66,58,13,248,class_2
3571,350,43,378,311,295,330,457,380,357,400,39,11,25,9,84,class_2
3576,373,43,408,363,314,345,507,456,397,434,34,19,43,15,111,class_2
3581,433,43,482,382,334,361,591,475,417,447,82,81,91,64,343,class_2
3592,520,43,491,418,362,399,613,528,463,505,42,45,54,20,162,class_2
3598,631,43,499,405,346,379,577,469,399,437,24,25,30,21,101,class_2
3599,929,43,503,426,343,367,625,536,439,467,63,85,109,109,369,class_2
3606,736,43,497,403,341,408,633,523,451,529,147,63,116,10,365,class_2
3615,784,43,495,410,328,385,619,521,426,492,209,135,204,53,662,class_2
3623,801,43,652,474,383,502,744,560,452,585,58,57,49,5,169,class_2
3624,807,43,473,379,338,380,582,478,434,481,138,74,114,37,391,class_2
3630,654,43,485,421,347,369,616,542,455,481,34,58,64,73,232,class_2
3631,823,43,446,399,347,354,570,516,455,462,42,48,48,62,204,class_2
3639,832,43,467,393,348,386,589,502,450,494,72,51,41,12,192,class_2
3647,852,43,696,477,389,548,860,610,497,686,95,61,57,3,216,class_2
3651,947,43,474,432,364,395,578,550,446,489,23,35,25,1,108,class_2
3661,935,43,522,417,365,404,679,552,488,535,101,122,142,10,423,class_2
3665,1086,43,467,358,326,340,583,457,419,435,65,35,58,58,228,class_2
10115,931,43,546,441,379,429,685,562,489,548,61,120,108,6,314,class_2
11161,831,43,475,396,334,400,604,513,440,517,49,44,45,4,142,class_2
11163,936,43,522,421,359,409,666,548,496,538,39,37,24,0,133,class_2
11711,903,43,558,479,409,467,696,605,520,590,48,65,45,4,174,class_2
3714,347,45,494,377,323,359,568,440,374,415,45,86,134,13,297,class_2
3720,471,45,465,392,317,395,567,484,396,486,49,36,37,3,125,class_2
3721,402,45,521,447,366,441,647,560,466,553,187,151,131,39,508,class_2
3724,493,45,524,418,369,448,616,493,434,528,48,30,34,0,112,class_2
3732,664,45,499,393,354,407,613,488,443,505,137,119,92,43,391,class_2
3744,986,45,711,550,418,565,883,686,512,700,80,70,72,0,222,class_2
3764,1054,45,453,416,375,398,554,510,462,489,55,49,59,28,191,class_2
3765,573,45,492,429,355,406,618,545,456,516,83,88,92,30,297,class_2
10392,448,45,401,341,279,327,458,389,322,375,44,56,51,17,168,class_2
3692,601,46,423,356,297,371,545,468,394,484,62,51,32,1,146,class_2
3771,148,47,483,355,292,401,596,447,374,501,172,80,72,0,340,class_2
3775,266,47,480,406,352,425,601,514,451,537,181,79,74,14,348,class_2
3778,326,47,616,428,345,420,741,527,432,518,49,83,96,23,251,class_2
3785,633,47,494,409,351,422,617,513,434,527,78,88,63,0,229,class_2
3788,746,47,457,388,335,390,563,485,422,485,50,48,34,7,144,class_2
3790,747,47,565,476,408,458,674,572,495,551,53,88,69,14,237,class_2
3802,1101,47,537,444,371,462,665,553,461,573,153,141,67,6,385,class_2
3899,883,48,498,417,356,419,638,541,468,543,52,55,35,3,157,class_2
3915,892,48,502,394,349,412,642,513,460,536,121,71,69,6,300,class_2
3917,882,48,489,410,372,428,627,533,487,555,167,126,112,12,417,class_2
3919,884,48,511,424,384,430,653,549,502,556,128,103,90,8,369,class_2
3921,889,48,517,417,357,437,661,542,470,565,94,57,58,0,221,class_2
3923,890,48,485,399,340,420,622,519,449,545,112,57,57,2,238,class_2
3924,891,48,516,423,353,437,658,548,464,565,138,104,84,5,344,class_2
3925,893,48,501,410,348,432,642,533,459,561,42,26,19,5,97,class_2
3926,894,48,525,434,368,432,670,562,483,559,127,103,99,5,379,class_2
5015,888,48,535,427,391,434,680,553,510,561,49,58,37,1,163,class_2
9630,887,48,541,435,374,439,688,562,490,567,104,108,130,4,356,class_2
3815,487,49,477,390,309,390,576,478,384,477,144,121,102,30,397,class_2
3822,753,50,415,348,312,342,508,421,383,418,27,31,33,14,115,class_3
