@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute value_18 numeric
@attribute value_19 numeric
@attribute value_20 numeric
@attribute value_21 numeric
@attribute value_22 numeric
@attribute class {class_0,class_1}

@data
3.175,0,1,57,8.714093,9.123404,6.493833,6.69807,5.630322,5.755261,12.088386,9.876654,5.784824,8.164127,6.06181,5.295138,7.471037,7.352152,8.209548,8.654841,7.556725,12.830542,13.076987,class_1
4.516667,1,1,76,9.058164,9.432873,5.686704,6.620487,5.077635,5.074404,10.820911,10.870571,5.95693,8.13729,6.027756,5.154374,7.299926,6.914678,7.234007,7.376864,6.501304,12.270312,12.791561,class_1
8.008333,1,1,60,8.67596,8.832916,6.490402,6.99578,5.468554,5.524183,11.114167,10.177656,5.821748,9.257472,6.802486,5.240568,7.180816,6.913036,7.018199,9.838993,6.622654,12.311157,12.702178,class_1
4.433333,0,1,62,8.25109,8.378513,6.067289,6.491345,5.316766,5.535165,11.127884,10.543619,5.882686,8.487086,6.405407,5.131781,7.047849,7.421439,8.126197,8.287499,6.445057,12.249319,12.590932,class_1
8.958333,0,1,65,9.251543,9.550377,6.486844,6.863935,5.424126,5.297373,10.865781,10.639038,6.170175,8.065772,6.140905,5.427373,7.076301,6.903975,7.110456,7.859072,6.400697,12.569778,12.962688,class_1
1.766667,1,1,81,8.590271,8.76638,5.972888,6.533257,5.02559,5.18373,10.811663,9.530658,5.837514,7.676903,5.777161,5.126987,7.268819,8.043143,8.851749,9.147545,6.592739,12.494909,12.764915,class_1
4.466667,0,1,69,8.998853,9.202788,5.864773,6.588729,4.933095,5.140707,11.062973,10.024505,5.73048,8.58304,6.747325,5.180145,7.070297,7.731283,8.261798,8.509674,6.587973,12.06614,12.391428,class_1
3.939167,0,1,76,9.049283,9.291101,6.139977,6.68724,5.379716,5.283898,11.398112,10.513746,5.757424,7.771784,5.883081,5.542208,7.18113,7.105482,7.344898,6.943498,6.27924,12.975318,13.351238,class_1
3.020833,1,1,48,9.715637,10.025845,5.964444,6.769264,5.429298,5.51834,11.13132,10.133454,5.91037,8.924982,6.697961,5.305781,7.322387,7.528917,7.728139,7.898664,6.334014,12.89674,13.220069,class_1
5.750833,1,1,57,8.418386,8.903566,5.917837,6.748278,5.2196,5.229937,11.458178,9.882817,5.81648,8.970676,6.955419,5.359629,7.255134,6.942389,7.514006,8.887101,6.675121,13.141117,13.422448,class_1
5.345,0,1,77,9.117315,9.462931,6.224661,6.682583,5.658586,5.645438,10.8907,10.201344,6.004208,8.37377,6.158193,5.259491,7.200492,7.093563,7.544646,9.848559,6.501521,12.652736,12.986391,class_1
2.686667,1,1,86,8.876466,9.205664,6.421567,6.731668,5.979259,6.312341,11.25822,9.453089,5.938859,8.762661,6.362469,5.549564,7.407563,7.056506,7.849346,8.193362,6.183187,12.565513,12.985083,class_1
5.754167,0,1,70,9.349808,9.758378,5.915012,6.68901,5.13449,5.374221,10.811394,8.854121,5.925718,8.305731,6.062673,5.845565,7.474474,7.462763,8.127098,9.134022,6.463759,12.75316,13.067272,class_1
4.693333,0,1,75,8.959146,9.337607,6.150978,6.89841,5.748821,5.710665,11.120551,10.201645,5.938608,8.651587,6.578637,5.176555,7.019066,6.928251,7.033888,7.360886,6.14132,12.741739,13.196996,class_1
5.104167,0,1,49,9.013887,9.497408,6.009795,6.720782,5.376945,5.628836,10.791066,10.530596,6.23723,7.490501,5.905107,5.120887,7.358675,7.658034,8.284148,8.487601,6.513098,13.378812,13.765079,class_1
4.2025,0,1,51,8.556116,8.916608,6.136747,6.756313,5.185321,5.254219,11.036033,10.811348,5.963543,8.191384,6.163098,5.389997,7.511717,7.004726,7.594735,8.61104,6.861178,12.058923,12.504958,class_1
5.561667,0,1,76,8.691066,8.885378,5.887223,6.69089,5.343837,5.364187,10.761769,9.858173,6.2296,8.142037,6.452628,5.339352,7.289437,7.363917,8.111099,8.897244,6.502423,12.464187,12.893145,class_1
6.066667,0,1,78,9.427461,9.889338,5.855396,6.620019,5.199209,5.286812,11.251902,10.443963,6.028694,9.171458,6.99714,5.353768,7.5716,7.42341,8.14141,8.415747,6.32166,12.718602,13.028429,class_1
2.606667,1,1,60,8.835113,8.883396,6.136339,6.783007,5.688525,5.53743,11.352141,9.616031,5.924145,9.486096,7.124203,5.391691,7.33272,7.217546,7.842064,9.641858,6.202582,12.786461,13.19841,class_1
6.995833,0,1,72,8.618687,8.74605,6.604706,7.030573,5.850404,5.824534,11.04839,8.132341,5.80152,7.561081,5.724107,7.818211,7.827865,8.27989,8.98582,10.589125,6.278808,13.305555,13.676326,class_1
1.0525,1,1,55,8.2057,8.354082,6.571568,7.147747,6.702109,6.978486,11.911849,10.456395,5.855338,7.579598,5.864029,5.33412,7.398141,7.425496,8.26007,9.036839,6.021005,13.366254,13.589159,class_1
6.490833,0,1,64,8.49187,8.7472,6.125494,6.880693,5.270963,5.470572,11.117351,8.899353,5.813325,9.030793,6.596051,5.347904,7.582228,7.774221,8.611797,8.187629,6.053283,12.586201,12.81713,class_1
0.931667,0,1,53,8.752641,9.126944,6.237974,6.943002,5.793646,5.719678,10.851922,9.703623,5.943118,8.125794,5.758923,6.197034,7.739848,8.364799,9.143003,9.449165,6.283451,12.897439,13.202479,class_1
2.544167,0,1,77,8.29397,8.561889,5.891944,6.919987,4.980469,5.069003,10.548808,9.575863,5.792968,8.060601,5.845869,5.204538,7.488379,6.968077,7.676739,8.895928,6.546988,11.865156,12.242511,class_1
6.1325,0,1,55,8.598762,8.483854,6.028088,6.719074,4.973682,5.206842,10.85681,8.418739,5.858752,8.581107,5.838976,5.144331,7.290876,7.664079,8.944107,8.701104,6.326605,11.383915,12.164032,class_1
6.2175,0,1,70,9.227521,9.46091,6.356679,6.827892,5.9679,6.294906,11.583173,8.561334,5.835937,8.194698,6.111733,5.189623,7.371354,6.584666,6.859902,10.465267,6.324525,13.570561,13.815369,class_1
2.661667,1,1,72,8.635871,8.625651,5.831455,6.77674,4.972678,5.201593,11.021648,10.383558,5.7338,8.824454,6.772913,5.335555,7.122442,7.435926,7.965317,9.999658,6.710359,12.157577,12.449859,class_1
0.7375,1,1,52,10.104971,10.474537,6.310866,7.086259,6.257054,6.789649,11.074157,9.74264,6.012628,7.107783,5.822617,5.451725,7.649545,7.837623,8.182023,8.138395,6.102666,13.011965,13.326392,class_1
7.683333,0,1,69,8.880517,9.033393,5.879598,6.47349,5.266061,5.343975,11.439742,9.555196,5.806362,7.648919,6.109718,6.064203,7.609306,7.632643,8.219935,11.438326,6.954553,12.576541,12.940945,class_1
7.505833,0,1,33,8.949391,9.138358,5.634491,6.576394,5.129521,5.389274,11.527835,9.929292,5.850092,9.867675,7.944589,5.658186,7.379289,7.983774,8.966499,10.181831,6.60515,12.880312,13.101471,class_1
3.745,1,1,66,8.383823,8.419036,7.274081,7.500958,7.102552,7.125644,11.483793,10.476433,5.717543,8.684861,5.935133,5.339995,7.207294,6.840171,7.036536,9.801439,5.863708,12.489401,13.003189,class_1
1.653333,1,1,72,8.26717,8.24662,6.205761,7.039113,7.217355,7.617702,11.069755,10.268944,6.000721,8.384925,6.294014,5.401073,7.421367,6.660003,6.475339,11.087632,6.296048,13.355642,13.592128,class_1
0.044167,1,1,79,9.84484,9.520303,5.98815,6.884857,5.193526,5.218703,10.747795,10.488149,5.825827,7.680397,5.807114,5.449897,7.403438,7.184318,7.971284,9.454753,6.274742,11.874956,12.019882,class_1
3.129167,1,1,74,8.411673,8.517126,6.408533,7.144508,6.753262,6.849802,11.445293,10.96238,5.984777,9.922787,7.953933,5.268672,7.141489,7.053067,7.308782,10.068546,6.485102,12.82681,13.074614,class_1
2.51,1,1,75,9.283835,9.630942,6.624319,7.046573,6.557266,6.937437,11.116743,9.898084,5.85631,7.941022,5.854983,5.555288,7.22618,7.86957,8.781162,8.789622,6.405172,12.47489,12.625197,class_1
1.110833,1,1,64,8.791149,8.790161,5.52596,6.482832,5.004434,5.274024,10.193997,9.86869,6.104485,8.163537,5.775412,5.238778,7.617104,6.932567,7.037134,7.383223,6.837279,12.028304,12.413114,class_1
8.8325,1,1,77,9.099941,8.63996,5.654202,6.962054,5.145619,5.10988,10.10347,10.331937,5.884057,8.601327,6.787592,5.614712,7.457923,6.798883,6.942058,7.972741,6.398189,11.802308,12.136985,class_1
3.701667,1,1,66,9.192581,9.578724,6.120305,6.975583,5.366184,5.419435,11.844868,10.211914,5.98749,8.362408,6.582377,5.410881,7.330547,7.160583,7.935364,7.172175,6.055649,12.770406,13.025598,class_1
8,1,1,87,8.711861,8.843566,5.574046,6.666273,5.230039,5.307164,11.206977,11.246872,5.812979,8.473034,6.460322,5.175478,7.324619,6.898462,7.206666,8.488467,6.052432,11.725679,11.844649,class_1
3.444167,1,1,62,8.488007,8.603712,6.735118,7.392556,6.555354,6.87076,10.390451,9.827657,5.789417,8.441116,6.42189,5.360838,7.170575,7.853134,8.850982,9.770819,6.407066,12.711617,13.019847,class_1
1.38,1,1,61,8.608699,8.66714,6.197188,6.971712,6.152908,6.160531,11.561921,9.053139,5.666129,7.68662,5.560292,5.862743,7.090111,7.271133,8.261879,10.04539,6.233148,12.848756,13.085045,class_1
8.705833,0,1,72,8.408439,8.465001,6.632865,7.22705,6.182086,6.416835,11.106761,9.179843,5.75528,7.551529,5.570504,5.398705,7.318883,7.05782,7.798823,9.478535,5.884671,12.284977,12.635047,class_1
5.883333,1,1,67,9.755315,9.594754,6.236087,7.094989,5.395418,5.480127,11.810028,9.068413,5.889783,8.502539,5.823843,5.462338,7.32883,6.843988,8.003019,9.031611,5.906736,12.916388,13.43363,class_1
0.293333,1,1,74,8.5475,8.458089,6.928566,7.333448,6.547835,6.829748,11.068748,9.359719,5.676785,9.52006,7.528513,5.228211,7.218504,6.770457,7.273923,10.302287,6.22845,13.461223,13.712577,class_1
1.461667,1,1,64,9.668324,10.231252,6.512545,7.170406,5.954145,5.956496,10.767057,9.833552,5.858762,8.521811,6.055885,5.485992,7.21904,7.04524,7.590052,8.873733,6.235884,12.384491,12.621326,class_1
2.296667,1,1,65,8.689298,9.079333,6.308413,7.33741,6.474007,6.56534,11.502112,10.080126,5.965082,8.975803,6.757246,5.606291,7.409437,6.763046,6.471471,10.379249,6.443778,13.638673,13.786513,class_1
6.475,0,1,66,8.888133,9.013568,5.822179,6.779713,5.144935,5.229457,10.764899,10.581179,5.900137,10.199273,8.358619,5.391673,7.311011,6.746568,7.343605,8.83201,6.274753,12.959481,13.167024,class_1
6.116667,0,1,66,8.883731,8.813736,6.218045,6.853621,5.861623,5.837525,11.650695,9.851182,5.879667,9.511487,7.436695,5.40335,7.306398,6.771332,7.225857,8.599823,6.09986,12.922593,13.158646,class_1
6.310833,1,1,68,9.095017,9.289739,5.606927,6.920142,4.709431,5.21315,10.44766,10.665632,5.801795,8.494489,6.176445,5.468969,7.604,7.616351,7.26658,8.434538,6.582768,10.979044,11.953235,class_1
7.1375,1,1,73,8.928809,9.198385,5.697812,6.788773,5.014844,5.143689,10.872623,10.399626,5.710101,8.769643,6.378104,5.179559,7.149496,7.384889,7.849184,9.018616,6.089255,12.508344,12.76515,class_1
6.875,0,1,66,8.818108,8.812728,6.114694,6.868811,5.534838,5.528367,11.182619,10.925594,5.73473,7.907924,5.969926,5.299696,7.094302,6.670006,6.967303,9.241421,6.282288,12.533191,12.807653,class_1
0.481667,1,1,68,9.038169,9.084715,5.664766,6.856865,4.888562,5.175958,10.587771,9.701307,5.585374,9.08639,6.16128,5.406506,7.247293,7.321563,6.818064,7.022184,6.713158,11.97879,12.578871,class_1
0.640833,1,1,68,8.549684,8.67073,6.162075,6.867589,5.44327,5.600181,10.983277,10.685867,5.789046,7.312404,5.511745,5.334464,7.244296,6.834095,7.377105,9.176276,5.880852,12.644657,12.819106,class_1
3.991667,1,1,82,8.725108,8.608561,6.301321,6.920926,5.924295,5.846402,10.770037,9.53042,5.689774,8.679258,6.177064,5.492713,7.109328,7.618028,8.839664,10.017507,6.132023,12.328743,12.906003,class_1
2.0425,1,1,63,8.68781,8.761104,6.124932,6.872585,5.918594,5.94381,10.724819,9.776393,5.695904,8.060627,5.781618,5.284949,7.178963,6.785109,7.497883,7.64768,6.042584,12.119606,12.765488,class_1
0.585833,1,1,81,8.942443,9.378729,6.135506,7.002531,5.594263,5.799666,11.137498,9.352972,5.820136,9.155704,6.792337,5.367539,7.303598,7.945342,8.705158,8.246931,5.851105,12.72481,12.803916,class_1
0.8025,1,1,75,9.034916,9.55796,6.41539,7.226964,5.743504,5.914412,10.640948,9.942646,5.89537,7.910638,6.039571,5.42938,7.405002,7.459339,7.539519,8.784901,6.6904,13.024216,13.334756,class_1
3.350833,1,1,60,8.745638,8.846084,5.7129,6.797703,5.10594,5.084075,10.711844,9.679972,5.844643,8.1956,5.753949,5.430967,7.372743,6.903443,7.666631,7.783153,6.520046,10.35569,11.857424,class_1
5.5575,0,1,60,8.17884,8.142729,5.942301,6.786872,5.592942,5.390651,10.261716,11.34908,5.746419,8.114797,6.29873,5.279107,7.216734,7.325919,7.959826,8.673957,6.234779,12.752993,13.13015,class_1
3.414167,1,1,71,9.615507,10.002508,6.082533,6.589212,5.107275,5.309594,11.038719,9.135288,5.803321,8.584055,6.280796,5.133051,6.979711,6.49639,6.876057,8.128598,6.312629,13.251747,13.518384,class_1
0.52,1,1,59,9.545254,9.844953,6.105901,7.066341,5.349422,5.36606,11.086958,9.05608,5.901294,8.930729,6.668396,5.600716,7.419531,6.605671,6.893336,7.20096,6.174705,12.786252,13.079737,class_1
4.449167,0,1,62,8.74821,8.805647,6.570317,7.224645,6.169005,6.330484,11.289146,10.142964,5.852333,8.375657,6.135361,5.47649,7.211267,6.710106,7.18853,7.451826,6.308469,12.774912,13.13294,class_1
3.2525,0,1,77,9.351468,9.700552,5.534745,6.897453,4.899863,5.10057,10.835756,10.600248,5.779197,8.451145,6.375419,5.267499,7.452593,6.754498,7.010512,7.498912,6.211611,12.4823,12.541408,class_1
2.305,1,1,57,8.848349,9.078043,6.937928,7.535776,6.718215,6.922041,11.491742,9.218001,5.909292,7.998812,6.075236,5.296401,7.23321,6.775339,7.531461,7.372459,6.327566,13.205586,13.447545,class_1
1.001667,1,1,70,8.611701,8.805842,6.766045,7.354375,8.544674,8.715067,11.226157,11.377002,5.706669,7.464513,5.855003,5.358648,7.284053,7.192073,7.728338,8.855673,6.199338,13.220574,13.468609,class_1
2.061667,1,1,71,8.671429,8.375198,6.125971,6.758864,5.437712,5.409479,11.217829,10.604233,5.906296,8.795975,5.692591,5.549513,7.26851,7.028243,7.970249,9.677939,6.299337,11.40494,12.66507,class_1
0.745,1,1,68,10.497399,10.65967,5.580211,6.82729,5.342366,5.497479,10.531098,10.067309,5.772451,8.857365,6.857171,5.637919,7.631681,6.569452,6.765749,11.081284,6.330866,13.558776,13.828054,class_1
2.198333,1,1,68,8.39962,8.217061,6.147589,6.876686,5.594061,5.696107,10.738434,9.335589,5.829665,8.920866,5.614815,5.55039,7.048551,6.858852,7.656826,10.799462,6.254517,10.932537,12.300715,class_1
6.628333,1,1,51,8.913297,9.054155,6.231451,7.077501,5.207061,5.184438,11.019915,10.208251,5.686378,9.154926,5.865781,5.328125,7.148617,7.885803,8.503778,9.007536,6.382894,11.470363,12.349178,class_1
4.358333,0,1,46,8.66914,8.37777,6.153979,6.549479,5.31764,5.197301,10.503415,9.640346,5.991294,7.944422,5.629658,5.376605,7.443828,6.724081,7.653463,8.69246,7.425727,11.978358,12.65651,class_1
5.783333,0,1,63,8.906212,8.958148,5.936061,6.563493,4.941954,5.094364,11.362488,10.472135,5.901562,8.900796,6.198626,5.536666,7.315598,7.043362,7.621253,8.319627,6.48076,12.798155,13.130384,class_1
