@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute value_18 numeric
@attribute value_19 numeric
@attribute value_20 numeric
@attribute value_21 numeric
@attribute value_22 numeric
@attribute value_23 numeric
@attribute value_24 numeric
@attribute value_25 numeric
@attribute value_26 numeric
@attribute value_27 numeric
@attribute value_28 numeric
@attribute value_29 numeric
@attribute value_30 numeric
@attribute value_31 numeric
@attribute value_32 numeric
@attribute value_33 numeric
@attribute value_34 numeric
@attribute value_35 numeric
@attribute value_36 numeric
@attribute value_37 numeric
@attribute value_38 numeric
@attribute class {class_0,class_1}

@data
40,76,57,36644,2,1,2,1,1,3,2,1,0,0,0,0,7,1,2,1,60,53,10,14.7,70,0.75,50,20.2,1550,42,37.8,3,0,3,1,40,2,111.1,2,class_1
42,170,68,36882,1,1,2,1,1,1,0,1,0,1,3,3,2,3,0,1,45,53,10,15.2,78,1,26,13.3,2150,51,35.7,2,0,2.5,1.1,30,2,111.1,2,class_1
49,174,68,36882,1,1,2,1,1,1,0,1,0,1,3,3,9,3,0,1,35,53,8,14.7,80,1,28,5.5,2150,55.6,38.9,0,0,2.5,0.4,30,2,111.1,2,class_1
49,175,67,34493,2,1,2,1,1,1,2,1,0,0,3,3,9,3,2,1,50,54,12,17,94,0.25,26,0,1900,56.8,43.2,0,0,2.5,0.9,30,2,100,2,class_1
49,179,67,34493,1,1,2,1,1,1,2,1,0,0,3,3,2,3,2,2,37.5,54,3,14,80,0.3125,34,3.4,1900,56.8,39.8,0,0,2.5,1.3,30,4,106.7,2,class_1
46,346,5,34585,1,1,2,1,1,1,0,1,0,1,2,7,2,3,0,1,30,50,3,15.6,84,1,28,0,2400,58.8,41.2,4,0,2.5,0.9,33,2,96.8,2,class_1
46,388,5,34585,1,1,2,1,1,1,0,1,0,1,2,7,9,3,0,1,30,50,12,15.8,92,1,28,0,2400,58.5,41.2,2,0,3,1.4,33,2,96.8,2,class_1
48,280,61,36776,2,1,2,1,1,3,2,1,2,1,0,0,7,1,2,1,45,50,3,14.5,70,0.75,42,5.3,1700,52.6,42.1,0,0,3,0.8,40,6,100,2,class_1
48,279,61,36776,2,1,2,1,1,3,2,1,2,1,0,0,2,2,2,1,40,50,8,13.5,75,0.75,45,0,1700,58.8,41.2,0,0,3,0.6,40,2,100,2,class_1
47,351,64,25433,2,1,2,1,1,3,2,1,0,1,2,4,7,3,2,1,50,50,3,16.2,75,0.75,25,3.3,1850,54.9,41.8,2,0,2.7,0.9,40,2,100,2,class_1
51,92,25,38016,2,1,2,1,1,3,2,1,0,0,0,0,7,1,1,1,45,54,12,14.8,70,0.75,50,13,1420,54.3,32.6,0,0,3,0.9,28,2,106.9,2,class_1
51,188,25,38016,2,1,2,1,1,3,2,1,0,0,0,0,2,1,1,1,45,54,6,14.3,67,0.75,45,12.3,1420,51.5,36.1,0,0,3,0.6,28,2,106.9,2,class_1
50,222,62,34549,1,1,2,1,1,1,0,1,0,0,3,2,2,2,0,2,45,54,8,14,90,0.75,30,0,2000,58.8,41.2,0,0,3,1,33,4,103.3,2,class_1
50,375,51,34175,1,1,2,1,1,1,0,1,0,0,2,4,7,3,2,1,30,54,6,15.8,68,0.75,25,6.4,2000,53.2,40.4,4,0,2.3,0.8,35,2,106.9,2,class_1
51,348,67,34493,1,1,2,1,1,1,0,1,0,1,2,5,9,3,2,1,30,54,18,13.6,70,0.8125,30,0,2000,58.8,41.2,0,0,2.3,0.9,30,2,100,2,class_1
50,338,51,34175,1,1,2,1,1,1,0,1,0,1,2,4,2,3,2,1,30,54,12,16.8,71,0.75,25,18,2000,45,36.9,0,0,2.5,0.9,35,2,106.9,2,class_1
51,310,67,34493,1,1,2,1,1,1,0,1,0,1,2,5,2,3,0,1,30,54,2,14.6,70,0.8125,30,0,2000,58.8,41.2,0,0,1.5,0.6,30,2,106.9,2,class_1
52,226,62,34549,1,1,2,1,1,1,0,1,0,1,3,3,9,2,0,1,45,54,2,18,90,0.5,26,8.3,1875,52.1,39.6,0,0,3,1,33,2,106.9,2,class_1
50,227,62,34549,1,1,2,1,1,1,0,1,0,1,3,2,9,2,0,1,45,54,14,15,100,0.75,33,2.3,2000,56.8,40.9,0,0,2.75,0.9,33,2,106.9,2,class_1
54,59,25,38016,2,1,2,1,1,3,2,1,0,1,1,1,1,1,0,1,45,56,10,15.5,78,0.75,27,11.1,1350,55.5,33.3,0,0,2.2,0.9,28,2,100,2,class_1
54,77,25,38016,2,1,2,1,1,3,2,1,0,1,1,1,5,1,2,2,45,56,6,16,64,0.75,26,11.1,1350,55.5,33.3,0,0,2.5,0.5,28,4,103.3,2,class_1
53,421,48,34154,2,1,2,1,1,3,2,1,0,0,2,7,2,3,0,1,45,56,12,14.9,85,1,30,17.3,1600,48.1,34.6,0,0,2.8,1,40,2,100,2,class_1
53,296,48,34154,2,1,2,1,1,3,2,1,0,0,2,7,10,3,0,1,30,56,14,14.7,83,1,30,10.8,1600,53.8,35.5,0,6,2.6,1.2,40,2,100,2,class_1
55,360,5,34585,1,1,2,1,1,1,0,1,0,1,2,7,2,3,0,1,57.5,57,14,15.3,84,1,30,19,2400,47.6,33.3,0,0,3,1,33,4,93.75,2,class_1
55,294,5,34585,1,1,2,1,1,1,0,1,0,1,2,7,10,3,0,1,57.5,57,12,14.2,78,1,30,10.5,2400,52.6,36.8,0,0,2.5,1,33,4,93.75,2,class_1
60,314,64,25437,2,1,2,1,1,3,2,1,0,0,2,4,7,3,2,2,57.5,51,12,15.2,70,0.625,25,11.1,1850,50.5,38.4,3,0,2.5,0.8,34,0,100,2,class_1
60,298,64,25437,2,1,2,1,1,3,2,1,0,0,2,4,2,3,2,2,57.5,51,8,15.6,81,0.75,25,9.8,1850,49,41.2,0,0,2.7,0.6,34,0,100,2,class_1
58,381,5,38013,1,1,2,1,1,3,0,1,0,1,2,5,2,3,0,1,40,55,19,15.4,80,0.8125,30,10.2,2400,51,38.8,0,0,1.7,0.7,30,6,93.75,2,class_1
58,374,5,38013,1,1,2,1,1,3,0,1,0,1,2,5,9,3,0,1,45,55,10,16.1,82,0.75,30,0,2400,58.8,41.2,0,0,2,0.8,30,6,93.75,2,class_1
57,56,22,34399,2,1,2,1,1,3,2,1,0,1,1,1,1,1,2,2,40,54,10,15,70,0.625,35,10,2303,50,40,0,0,2.5,0.8,60,0,100,2,class_1
57,190,22,34399,2,1,2,1,1,3,2,1,0,1,1,1,5,1,2,1,42.5,54,10,15,70,0.625,30,13.4,1500,48.1,38.5,2,0,2.5,1,60,6,93.75,2,class_1
56,159,6,34066,2,1,2,1,1,3,2,1,0,0,0,0,7,1,0,1,52.5,55,12,14,70,0.625,55,7.9,1600,57.5,34.44,4,0,3,0.8,40,6,93.75,2,class_1
56,156,6,34066,2,1,2,1,1,3,2,1,0,1,0,0,2,1,0,1,52.5,55,16,14,80,0.8125,55,9.9,1600,49.5,40.6,0,0,3,0.5,40,6,93.75,2,class_1
61,47,52,47103,2,1,2,1,1,3,2,1,0,0,0,0,7,1,2,2,60,50,6,14.5,70,0.75,45,15.6,1650,45.8,38.5,2,0,2.5,1,40,4,100,2,class_1
61,52,52,47105,2,1,2,1,1,3,2,1,0,0,3,3,2,1,2,1,60,50,8,14.9,88,0.375,32,10.3,1700,51.5,38.1,5,0,3,1.3,40,4,103.3,2,class_1
61,74,52,47103,2,1,2,1,1,3,2,1,0,0,0,0,2,1,2,1,60,50,10,14.5,60,0.75,40,19,1650,47.6,33.3,0,0,2.5,1,40,4,103.3,2,class_1
61,95,52,47105,2,1,2,2,1,3,2,1,0,0,3,3,9,1,2,1,65,50,8,15,86,0.25,28,10.5,1700,52.6,36.8,2,0,2.5,0.6,40,4,103.3,2,class_1
62,187,52,47105,2,1,2,1,1,3,2,1,0,1,1,1,5,1,2,2,55,47,14,13,70,0.625,29,14.1,1600,50.5,35.3,0,0,2.5,0.5,40,2,106.25,2,class_1
62,194,52,47105,2,1,2,1,1,3,2,1,0,1,1,1,1,1,2,2,65,47,14,12,68,0.75,24,0,1600,58.8,41.2,0,0,2.8,0.8,40,2,106.25,2,class_1
62,258,52,47105,2,1,2,1,1,1,0,1,0,1,1,1,10,1,2,2,55,47,6,15.5,74,0.5,30,0,1600,62.5,37.5,0,0,2.5,1,40,2,106.25,2,class_1
62,264,52,47105,2,1,2,1,1,1,0,1,0,1,1,1,9,1,2,1,55,47,3,14,71,1,28,0,1600,62.5,37.5,0,0,2.5,0.7,40,4,90.3,2,class_1
64,95,52,47105,2,1,2,1,1,3,2,1,0,1,3,3,9,1,2,1,65,60,8,14.5,80,0.25,38,15.8,1900,49.5,34.6,0,0,2.9,0.7,40,4,103.3,2,class_1
64,52,52,47105,2,1,2,1,1,3,2,1,0,1,3,3,2,1,2,1,60,60,8,14,76,0.375,30,10.3,1900,51.5,38.1,5,0,2.6,1.1,40,4,103.3,2,class_1
69,334,63,34754,1,1,1,1,1,1,0,1,0,1,2,5,2,3,0,1,42.5,48,3,16,70,0.8125,35,0,2050,66.7,33.3,2,0,1.7,1,30,4,93.55,0,class_1
69,329,63,34754,1,1,1,1,1,1,0,1,0,0,2,5,9,3,0,1,42.5,48,3,15,76,0.875,30,3.6,2050,60.2,36.2,0,0,2.5,1,30,4,93.55,0,class_1
68,347,67,36578,1,1,2,1,1,1,0,1,0,0,2,6,9,3,1,2,35,48,6,14.5,76,0.75,20,0,2225,62.5,37.5,4,0,2.7,1.2,33,4,106.25,0,class_1
68,318,67,36578,1,1,2,1,1,1,0,1,0,0,2,6,2,3,1,2,35,48,10,14.5,74,0.75,20,0,2225,62.5,37.5,4,0,2,1.2,33,4,106.25,0,class_1
68,240,62,34551,1,1,2,1,1,1,0,1,0,1,3,2,9,2,0,1,30,48,6,15,88,0.75,35,7.7,1565,57.7,34.6,0,0,2.8,0.8,30,4,100,0,class_1
68,409,64,25440,2,1,2,1,1,3,2,1,0,0,2,4,2,3,2,2,47.5,49,16,14.5,88,0.625,25,34.5,2000,43.5,22,0,0,2.5,0.7,40,4,96.97,0,class_1
67,74,52,47105,2,1,2,1,1,3,2,1,0,1,1,1,1,1,2,2,60,48,14,14,76,1,25,5.6,1600,55.6,38.8,0,0,2.5,0.7,40,4,96.97,0,class_1
67,47,52,47105,2,1,2,1,1,3,2,1,0,1,1,1,5,1,2,2,60,48,15,16,72,1,30,15.2,1600,44.6,40.2,0,4,2.1,0.7,40,4,96.97,0,class_1
75,207,14,38059,2,1,2,1,1,3,2,1,0,1,0,0,7,1,2,2,42.5,52,12,16.8,80,0.625,40,0,1700,54.3,45.7,3,0,3,1,34,4,107.4,2,class_1
75,206,14,38059,2,1,2,1,1,3,2,1,0,0,0,0,2,1,2,1,42.5,52,6,18,70,0.625,45,0,1700,58.8,41.2,0,0,3,0.7,34,4,103.125,2,class_1
79,246,60,38240,2,1,2,1,1,3,2,1,2,1,0,0,7,1,1,2,60,46,12,14,80,0.625,50,12.4,1391,51.5,36.1,2,0,2.7,1,38.5,4,114.29,2,class_1
79,248,60,38240,2,1,2,1,1,3,2,1,2,1,0,0,2,1,1,2,60,46,12,15,70,0.625,50,19,1391,47.6,33.3,0,0,2.7,0.7,38.5,4,114.29,2,class_1
77,233,62,34522,1,1,2,1,1,1,2,1,0,1,3,3,9,2,2,2,35,50,10,14,74,0.25,28,0,2500,58.8,41.2,0,0,2.5,0.7,30,4,114.29,2,class_1
77,222,62,34522,1,1,2,1,1,1,2,1,0,1,3,3,2,2,2,2,40,50,10,13,74,0.25,25,0,2500,58.8,41.2,2,0,2.5,0.5,30,4,114.29,2,class_1
76,370,5,34587,1,1,2,1,1,1,0,1,0,0,2,6,2,3,0,2,30,53,12,14,85,0.75,30,15,2290,50,35,0,0,2,1.5,33,4,110.7,2,class_1
76,363,5,34587,1,1,2,1,1,1,0,1,0,0,2,6,9,3,0,2,30,53,10,15,80,0.75,30,15,2290,50,35,0,0,2.5,1,33,4,110.7,2,class_1
78,358,63,34756,1,1,1,1,1,1,0,1,0,1,2,5,2,3,0,2,30,54,12,16.3,80,0.8125,30,0,2100,60,40,3,0,2.5,1.2,30,4,114.29,2,class_1
78,391,63,34756,1,1,1,1,1,1,0,1,0,1,2,5,9,3,0,2,30,54,12,14.9,72,1.25,30,3.6,2100,60.2,36.1,1.5,0,2.5,1.2,30,4,114.29,2,class_1
83,329,47,36165,2,1,2,1,1,3,2,1,0,0,2,7,9,3,2,1,65,42,6,17.5,100,1.125,25,17.5,2250,48.5,34,0,0,2.5,1,40,4,100,2,class_1
83,315,47,36165,2,1,2,1,1,3,2,1,0,0,2,7,2,3,2,1,65,42,3,17,80,1,22,15,2250,50,35,1,0,2.5,1,40,4,100,2,class_1
89,257,52,47106,2,1,2,1,1,3,2,1,0,1,0,0,2,1,0,1,40,43,3,13.5,76,0.75,52,4.4,1726,55,40.6,0,0,3,1,40,4,96.77,2,class_1
86,138,39,34716,1,1,2,1,1,3,0,1,0,1,3,3,9,3,2,1,40,43,8,16.4,79,0.3125,35,0.5,2400,59.5,40,0.5,0,2.6,1.1,35,4,96.77,2,class_1
86,104,39,34716,1,1,2,1,1,3,0,1,0,1,3,3,2,3,2,1,40,43,6,15.6,81,0.5,34,0,2400,62.5,37.5,5,0,1,0.9,35,4,96.77,2,class_1
88,131,39,34716,1,1,2,1,1,3,0,1,0,1,3,3,7,3,2,1,37.5,43,3,15.8,80,0.5,32,0,2400,62.5,37.5,5,0,2.5,0.9,35,4,96.77,2,class_1
86,214,62,34553,1,1,2,1,1,1,0,1,0,1,2,6,2,2,0,1,45,42,8,14.9,75,1,25,10.5,1660,52.6,36.9,0,0,2.5,1,30,4,101.67,2,class_1
86,213,62,34553,1,1,2,1,1,1,0,1,0,1,2,6,9,2,0,1,45,42,3,14,80,1,20,7.6,1300,54.3,38.1,0,0,1.5,1.5,30,4,101.67,2,class_1
88,293,47,36166,1,1,2,1,1,3,0,1,0,0,2,7,2,3,2,1,45,43,3,16,80,0.75,30,3.1,2200,51,45.9,0,0,2.5,1.3,35,4,103.33,2,class_1
88,359,47,36166,1,1,2,1,1,3,0,1,0,0,2,7,9,3,2,1,50,43,3,15.5,72,0.75,30,5.1,2200,50.6,44.3,0,0,2.5,1.3,35,4,96.77,2,class_1
100,274,63,34759,1,1,1,1,1,1,0,1,0,1,3,3,1,2,0,1,32.5,47,8,16.1,88,0.3125,28,0,2189,62.5,37.5,0,0,2.4,0.8,30,4,100,2,class_1
100,275,63,34759,1,1,1,1,1,1,0,1,0,1,3,3,2,2,0,1,32.5,47,3,20,79,0.3125,29,0,2189,58.1,41.9,5,0,2.5,1.25,30,4,100,2,class_1
96,125,43,34781,1,1,2,1,1,3,0,1,0,1,3,3,2,3,2,1,70,43,10,18.1,78,0.5,28,14.4,2125,48.1,37.5,5,0,3,0.9,33,4,100,2,class_1
96,111,43,34781,1,1,2,1,1,3,0,1,0,1,3,3,9,3,2,1,70,43,6,16,77,0.8175,28,15.9,2125,46.5,37.6,3,0,1.75,0.6,33,4,100,2,class_1
100,278,63,34759,1,1,1,1,1,1,0,1,0,1,3,3,9,2,0,1,40,47,3,16.53,78,0.8125,24,0,2189,58.8,41.2,0,0,2,0.8,30,4,100,2,class_1
92,387,64,25447,2,1,2,1,1,3,2,1,0,0,2,4,2,3,2,2,45,41,3,15,78,0.75,20,14.6,1800,48.5,36.9,0,0,2.5,1,34,4,100,2,class_1
93,209,62,34554,1,1,2,1,1,3,0,1,0,1,2,6,2,2,2,1,45,42,3,14,75,1,20,11.2,1800,51,37.8,8,0,2.5,1,35,4,100,2,class_1
93,210,62,34554,1,1,2,1,1,3,0,1,0,1,2,6,9,2,2,2,45,42,12,14,75,1,20,0,1800,58.9,41.1,8,0,3,2,35,4,100,2,class_1
91,390,47,36167,1,1,2,1,1,3,0,1,0,1,2,7,2,3,3,1,45,41,12,15.8,78,1,40,0,2300,62.5,37.5,4,0,2.5,1.4,35,4,100,2,class_1
91,388,47,36167,1,1,2,1,1,3,0,1,0,1,2,7,9,3,3,1,45,41,3,14.6,74,1,32,21,2300,47.6,31.4,4,0,2.5,1.1,35,4,96.77,2,class_1
101,284,64,25450,2,1,2,1,1,3,2,1,0,1,2,4,7,3,2,1,45,42,15,14.8,72,0.625,20,0,1800,58.8,41.2,0,0,2.5,0.9,34,4,106.25,2,class_1
101,138,49,36805,2,1,2,1,1,3,2,1,0,1,3,2,9,3,1,1,50,42,8,16,88,0.75,33,11.5,1650,52.1,36.4,0,0,2.5,1,38,4,106.25,2,class_1
101,285,64,25450,2,1,2,1,1,3,2,1,0,1,2,4,2,3,2,2,50,42,14,15.5,73,0.625,20,3.6,1800,60.2,36.2,0,0,2.5,0.9,34,4,106.25,2,class_1
103,273,61,35001,2,1,2,1,1,3,2,1,0,1,3,3,9,2,2,1,40,42,3,12.7,84,0.5,32,0,1750,62.5,37.5,0,0,2.5,0.9,40,4,100,2,class_1
103,321,32,23048,2,1,2,1,1,3,2,1,0,1,2,4,7,3,1,1,40,42,12,15.5,64,0.625,20,10.5,1550,52.6,36.9,0,0,2,0.6,40,4,106.25,2,class_1
103,405,32,23048,2,1,2,1,1,3,2,1,0,1,2,4,2,3,0,1,40,42,12,16,78,0.625,20,0,1550,62.5,37.5,0,0,2.5,1,40,4,106.25,2,class_1
103,189,2,27490,1,1,2,1,1,3,0,1,0,0,0,0,2,1,2,1,32,42,6,16,70,0.625,46,0,1350,60.2,39.8,0,0,3,1,34,4,100,2,class_1
103,81,2,27490,1,1,2,1,1,3,0,1,0,0,0,0,7,1,2,1,32,42,6,16,70,0.625,48,0,1350,63.9,36.1,0,0,3,1,34,4,100,2,class_1
108,46,36,34099,2,1,2,1,1,3,2,1,0,0,0,0,2,1,2,1,45,41,8,13.3,70,0.75,50,0,1700,60.2,39.8,0,0,3,0.8,38,4,117.85,2,class_1
108,49,36,34099,2,1,2,1,1,3,2,1,0,0,0,0,7,1,2,1,45,41,8,13.3,70,0.75,50,0,1700,63.9,36.1,0,0,3,0.7,38,4,117.85,2,class_1
103,273,61,35001,2,1,2,1,1,3,2,1,0,0,3,3,9,2,2,2,35,42,3,15.5,80,1,26,0,1800,62.5,37.5,3,0,2.5,2,40,4,100,2,class_1
110,416,64,25452,2,1,2,1,1,3,2,1,0,1,2,4,2,3,2,1,65,50,3,15.1,75,0.625,20,19,1800,47.6,33.4,0,0,2.7,0.6,34,4,110.71,2,class_1
106,408,64,25451,2,1,2,1,1,3,2,1,0,1,2,4,7,3,2,1,55,40,10,15.1,69,0.625,20,19.5,1450,44.2,36.3,0,0,2.5,0.9,34,4,106.45,2,class_1
106,220,62,34556,1,1,2,1,1,1,0,1,0,1,3,3,9,2,0,1,37.5,40,3,14,80,0.25,24,0,2400,58.8,41.2,2,0,2.5,0.8,30,4,106.45,2,class_1
109,230,62,34556,1,1,2,1,1,1,0,1,0,1,3,3,2,2,0,1,37.5,50,11,15.5,95,0.625,26,0,2350,62.5,37.5,1,0,2.6,0.6,30,4,106.45,2,class_1
107,240,62,34556,1,1,2,1,1,1,0,1,0,1,3,3,2,2,0,1,37.5,41,10,15,80,0.5,30,0,2398,58.8,41.2,9,0,2.5,0.7,30,4,106.45,2,class_1
105,349,5,34590,1,1,2,1,1,1,0,1,0,1,2,6,9,3,0,1,50,40,10,15,72,0.75,30,0,2233,58.8,41.2,8,0,1.5,1,33,4,106.45,2,class_1
105,325,5,34590,1,1,2,1,1,1,0,1,0,1,2,6,2,3,0,1,50,40,6,15,88,0.75,30,0,2233,58.8,41.2,8,0,3,1,33,4,106.45,2,class_1
107,322,27,34693,1,1,2,1,1,1,0,1,0,1,2,7,2,3,0,2,45,41,3,16.1,74,1,30,0,1800,62.5,37.5,1,0,2.5,1.2,30,4,106.45,2,class_1
107,288,27,34693,1,1,2,1,1,1,0,1,0,1,2,7,9,3,0,1,50,41,3,15.7,80,1,43,0,1800,62.5,37.5,1,0,2.5,1.5,30,4,106.45,2,class_1
109,402,27,34694,1,1,2,1,1,1,0,1,0,1,2,5,2,3,0,1,30,41,12,15.5,74,0.8125,30,2.5,1900,58,39.5,4.5,0,1.9,1.3,30,4,114.28,2,class_1
109,82,24,35525,2,1,2,1,1,3,2,1,0,1,3,2,2,1,2,1,40,41,8,15.5,76,0.75,28,3.6,1750,60.2,36.1,4,0,3,1,40,4,117.85,2,class_1
222,145,17,37001,2,1,2,1,1,3,2,1,0,1,0,0,7,1,0,1,60,60,6,15,80,0.75,56,14.3,1380,47.6,38.1,0,0,3,1,38,4,106.4,2,class_1
205,267,1,24780,1,1,2,1,1,3,0,1,0,1,3,3,9,1,0,2,47.5,65,3,14,80,0.5,27,11.5,1725,52.1,36.4,3,0,3,0.9,34,4,103.125,2,class_1
213,428,47,37371,1,1,2,1,1,3,0,1,0,0,3,3,2,3,2,1,40,58,3,15.5,84,0.375,25,9,2000,52.8,38.2,5,0,3,1.1,35,4,103.125,2,class_1
213,426,47,37371,1,1,2,1,1,3,0,1,0,1,3,3,9,3,2,1,40,58,8,15,80,0.1875,29,3.2,2000,53.8,43,0,0,2.5,1,35,4,103.125,2,class_1
205,190,1,24780,1,1,2,1,1,3,0,1,0,1,3,3,2,1,2,2,47.5,65,3,15.7,87,0.25,30,5.6,1725,55.6,38.9,3,0,3,0.85,34,4,103.125,2,class_1
207,222,62,88231,1,1,2,1,1,1,0,1,0,1,3,3,9,2,2,1,40,62,3,13.7,91,0.375,32,5.6,2300,55.6,38.9,2,0,2.5,1,33,4,100,2,class_1
207,236,62,88231,1,1,2,1,1,1,0,1,0,1,3,3,2,2,2,1,40,62,3,14.9,80,0.5,28,3.4,2303,56.8,39.8,2,0,2.5,0.6,33,4,100,2,class_1
209,382,5,37182,1,1,2,1,1,1,0,1,0,1,2,4,2,3,2,2,45,58,3,15,75,0.625,20,10.5,2100,52.6,36.8,0,0,2.5,0.7,33,4,103.125,2,class_1
209,411,5,37182,1,1,2,1,1,1,0,1,0,1,2,4,7,3,0,2,45,58,3,15,72,0.625,25,10.5,2100,52.6,36.8,5,0,2.5,0.8,33,4,103.125,2,class_1
206,314,64,25530,2,1,2,1,1,3,2,1,0,1,2,4,7,3,0,1,42,58,6,16,78,0.5,25,0,1800,58.8,41.2,5,0,2.5,1,34,4,103.125,2,class_1
232,62,10,37970,1,1,2,1,1,3,0,1,0,1,0,0,2,1,3,1,27.5,41,8,17.58,80,0.75,50,3.4,1490,56.8,39.8,0,0,3,1,35,4,103.125,2,class_1
232,53,10,37970,1,1,2,1,1,3,0,1,0,1,0,0,7,1,2,2,35,41,8,16.66,78,0.75,50,7.6,1490,54.3,38,0,0,3,1,35,4,106.7,2,class_1
222,152,17,37001,2,1,2,1,1,3,2,1,0,1,0,0,2,1,2,1,60,60,3,15,80,0.75,50,10.4,1380,47.2,42.5,0,0,3,1,38,4,106.5,2,class_1
215,91,1,24780,1,1,2,1,1,3,0,1,0,1,0,0,2,1,0,1,40,60,3,15,80,0.625,50,0,1400,58.8,41.2,0,0,3,0.6,34,4,103.1,2,class_1
215,71,1,24780,1,1,2,1,1,3,0,1,0,1,0,0,7,1,0,1,35,60,3,15,80,0.625,50,6.6,1400,54.9,38.5,6,0,3,1.1,34,4,103.1,2,class_1
219,224,61,35529,2,1,2,1,1,3,2,1,0,1,0,0,2,2,3,1,45,58,3,17,72,0.75,28,3.2,1470,53.8,43,0,0,3,1,34,4,100,2,class_1
223,368,63,35874,1,1,1,1,1,1,0,1,0,0,2,5,2,3,2,1,40,62,10,16.1,82,0.812,30,5.7,1800,56.8,37.5,10,0,0.7,0.5,30,4,106.5,2,class_1
223,332,63,35874,1,1,1,1,1,1,0,1,0,0,2,5,9,3,2,2,40,62,6,16.1,78,0.5625,25,5.5,1800,55,39.5,0,0,1.6,1.5,30,4,103.23,2,class_1
210,316,68,37508,1,1,2,1,1,1,0,1,0,1,2,5,9,3,0,1,45,57,6,15,88,0.5625,30,10.4,1900,52.1,37.5,0,0,2.5,1.8,30,4,100,2,class_1
220,373,68,37513,1,1,2,1,1,1,0,1,0,1,2,5,2,3,2,2,40,59,10,16.4,85,0.8125,30,0,1900,58.8,41.2,10,0,2,0.8,30,4,96.88,2,class_1
211,401,58,35761,1,1,2,1,1,1,0,1,0,1,2,7,2,3,2,1,35,59,3,16.1,82,0.625,28,0,2500,58.8,41.2,0,0,2.5,1.3,30,4,100,2,class_1
211,385,58,35761,1,1,2,1,1,1,0,1,0,1,2,7,9,3,0,1,35,59,3,16.1,84,1,30,0,2500,55,45,0,0,2.5,1.1,30,4,100,2,class_1
