@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute class {class_0,class_1,class_2}

@data
606,11,693,2118,296,597,87,37,22,272,168,147,0.282,0.342,0.389,0.96,3,class_1
366,12,1245,4364,499,1292,139,37,65,520,167,146,0.296,0.324,0.39,0.982,3,class_1
1081,14,985,2911,281,733,123,23,56,373,250,322,0.252,0.314,0.368,0.988,0,class_1
1030,10,864,2493,381,676,106,43,87,385,330,312,0.271,0.358,0.453,0.97,3,class_1
1071,16,1325,3569,445,972,226,17,73,435,460,555,0.272,0.357,0.407,0.961,6,class_1
764,12,987,4063,598,1059,157,70,29,532,134,257,0.261,0.287,0.355,0.871,6,class_1
677,15,1585,4993,660,1442,217,55,70,575,478,688,0.289,0.351,0.396,0.981,3,class_1
1228,11,1423,5344,696,1558,229,32,113,701,438,571,0.292,0.35,0.41,0.982,0,class_1
130,17,1908,6730,972,1862,285,45,252,1043,862,841,0.277,0.361,0.445,0.981,3,class_1
287,16,1496,5399,705,1563,289,102,44,702,335,24,0.289,0.336,0.405,0.953,4,class_1
384,12,1360,4347,648,1069,139,20,166,609,747,953,0.246,0.359,0.402,0.987,3,class_1
994,11,566,1967,247,443,56,12,10,227,157,237,0.225,0.287,0.281,0.936,0,class_1
403,16,2444,9124,1343,2646,462,32,414,1562,1147,1224,0.29,0.37,0.484,0.993,2,class_1
1085,11,1264,4334,555,1170,168,96,37,579,299,194,0.27,0.323,0.379,0.95,3,class_1
632,10,564,1306,126,308,41,15,33,123,44,342,0.236,0.266,0.366,0.965,3,class_1
546,16,1004,2678,346,722,137,37,38,387,248,195,0.27,0.334,0.391,0.974,0,class_1
187,17,1923,7038,1174,2131,353,130,38,850,965,428,0.303,0.389,0.406,0.974,4,class_1
624,14,1310,4910,555,1380,179,100,32,559,195,358,0.281,0.312,0.378,0.972,3,class_1
569,10,424,985,83,262,27,11,6,87,76,62,0.266,0.323,0.334,0.991,0,class_1
77,15,1549,5849,1072,1606,266,87,60,977,803,383,0.275,0.366,0.381,0.897,6,class_1
1261,11,523,1491,113,311,50,10,8,117,109,49,0.209,0.274,0.272,0.962,0,class_1
311,10,813,2578,340,630,77,19,20,211,220,392,0.244,0.307,0.312,0.976,4,class_1
551,22,2700,8986,1193,2225,328,28,390,1314,1088,1209,0.248,0.332,0.421,0.961,6,class_1
1189,12,1128,3716,381,910,164,15,9,292,246,194,0.245,0.293,0.304,0.959,5,class_1
107,16,1677,5546,837,1484,272,60,235,948,800,828,0.268,0.365,0.465,0.979,3,class_1
623,10,888,3465,631,813,91,29,5,135,337,88,0.235,0.307,0.282,0.912,3,class_1
157,12,1113,3452,455,1018,180,32,125,544,435,512,0.295,0.375,0.474,0.975,3,class_1
1160,12,906,2504,215,670,115,19,27,266,154,279,0.268,0.313,0.361,0.988,0,class_1
765,11,621,1454,156,382,66,10,27,178,164,183,0.263,0.34,0.378,0.984,0,class_1
629,11,1093,3119,443,857,157,35,65,453,335,350,0.275,0.349,0.41,0.984,3,class_1
78,11,1169,3900,640,1016,120,31,20,230,627,665,0.261,0.366,0.323,0.981,3,class_1
1134,12,1084,3172,385,874,172,28,108,513,361,297,0.276,0.352,0.45,0.972,3,class_1
725,12,1392,4692,603,1254,218,42,153,610,449,635,0.267,0.335,0.429,0.981,3,class_1
899,12,716,1990,194,533,75,30,2,216,176,150,0.268,0.332,0.339,0.972,0,class_1
797,11,593,1637,146,410,56,2,14,126,141,149,0.25,0.311,0.313,0.987,0,class_1
851,16,1602,4874,558,1354,237,44,29,446,546,356,0.278,0.353,0.362,0.965,6,class_1
288,10,1143,4035,527,1049,181,35,39,320,431,396,0.26,0.335,0.351,0.98,4,class_1
651,21,1451,5380,713,1417,201,66,19,671,301,152,0.263,0.307,0.336,0.917,0,class_1
852,12,832,2195,262,560,101,20,40,323,273,251,0.255,0.338,0.374,0.983,0,class_1
888,11,970,3264,624,1140,175,41,113,542,333,122,0.349,0.413,0.532,0.964,3,class_1
1135,13,1276,4214,458,1118,190,33,42,344,369,681,0.265,0.325,0.356,0.98,4,class_1
158,21,1492,4101,517,1120,201,58,51,549,547,408,0.273,0.36,0.388,0.976,0,class_1
1139,11,899,2413,259,626,101,11,32,242,189,311,0.259,0.317,0.35,0.985,3,class_1
59,16,1754,5913,784,1615,277,33,235,901,560,852,0.273,0.34,0.45,0.978,3,class_1
1156,13,1239,4690,616,1268,205,76,27,471,206,125,0.27,0.307,0.364,0.966,3,class_1
214,11,955,3232,317,731,104,18,3,213,164,34,0.226,0.27,0.272,0.935,5,class_1
1271,15,1676,6301,870,1917,329,48,220,947,448,645,0.304,0.356,0.476,0.975,3,class_1
15,18,2368,9049,1189,2743,529,77,219,1326,535,756,0.303,0.348,0.451,0.98,3,class_1
506,10,786,2216,268,546,111,5,93,320,215,420,0.246,0.317,0.427,0.985,0,class_1
634,14,1574,6111,730,1575,191,69,13,446,285,222,0.258,0.295,0.318,0.932,5,class_1
1233,10,1054,4255,880,1386,222,92,52,435,421,146,0.326,0.392,0.458,0.917,3,class_1
1209,17,1590,4795,448,1259,248,34,13,537,592,383,0.263,0.349,0.337,0.972,0,class_1
464,14,1131,4069,547,1032,196,42,15,430,314,377,0.254,0.315,0.333,0.949,6,class_1
831,16,1755,5829,733,1619,267,63,130,745,500,715,0.278,0.338,0.412,0.974,4,class_1
23,17,1998,7299,1092,2020,374,66,193,1007,757,1008,0.277,0.347,0.425,0.991,3,class_1
697,10,650,1974,257,529,79,17,6,184,188,176,0.268,0.333,0.334,0.972,3,class_1
950,13,1209,3649,338,929,163,21,14,378,326,181,0.255,0.318,0.322,0.982,0,class_1
1262,18,1392,4121,494,1162,232,30,86,503,245,704,0.282,0.328,0.415,0.979,3,class_1
30,17,1852,6292,844,1796,264,62,213,976,561,477,0.285,0.351,0.449,0.984,3,class_1
835,15,1326,3689,387,922,138,26,52,372,244,510,0.25,0.3,0.344,0.963,5,class_1
727,11,849,2465,269,622,98,7,90,326,330,494,0.252,0.346,0.407,0.991,0,class_1
474,12,1327,4984,633,1306,180,74,20,471,333,491,0.262,0.315,0.34,0.927,5,class_1
312,19,2466,9358,1272,2712,526,75,339,1493,683,1537,0.29,0.342,0.471,0.965,3,class_1
877,15,1891,6792,850,1789,360,33,256,992,529,1359,0.263,0.321,0.439,0.941,6,class_1
349,15,1716,6017,868,1613,279,77,42,577,715,659,0.268,0.35,0.361,0.969,3,class_1
471,14,1650,5530,736,1340,216,55,41,490,523,787,0.242,0.311,0.324,0.962,5,class_1
367,12,536,1373,163,349,73,8,46,193,148,237,0.254,0.33,0.42,0.983,0,class_1
1124,17,2012,7233,1006,1876,256,75,48,739,814,609,0.259,0.336,0.335,0.949,5,class_1
607,16,1234,4121,532,1117,191,66,16,560,409,76,0.271,0.341,0.361,0.963,0,class_1
766,12,1397,5097,606,1315,158,35,219,721,302,526,0.258,0.303,0.432,0.993,2,class_1
932,10,931,3131,313,771,108,22,22,241,245,369,0.246,0.303,0.316,0.958,5,class_1
275,17,1171,3604,329,933,175,35,30,409,301,221,0.259,0.319,0.352,0.978,0,class_1
798,10,1270,4745,867,1455,226,50,17,404,662,218,0.307,0.394,0.386,0.964,5,class_1
1162,10,471,1222,123,289,53,16,8,117,98,199,0.236,0.295,0.326,0.966,4,class_1
1111,13,1553,5390,653,1352,237,22,210,773,661,926,0.251,0.336,0.42,0.969,5,class_1
492,11,1183,3629,568,855,109,49,21,259,521,958,0.236,0.333,0.31,0.986,3,class_1
481,16,1670,6555,1094,1671,231,119,94,1019,527,498,0.255,0.312,0.369,0.92,4,class_1
419,11,633,1832,186,460,45,20,3,205,163,46,0.251,0.323,0.302,0.968,0,class_1
46,11,726,2117,239,657,143,19,54,345,160,157,0.31,0.362,0.472,0.974,0,class_1
853,11,761,1854,308,443,64,7,123,313,390,449,0.239,0.377,0.48,0.987,1,class_1
313,18,1904,6296,789,1700,276,72,84,729,594,551,0.27,0.335,0.377,0.981,3,class_1
175,10,1062,3278,348,835,135,8,62,356,182,314,0.255,0.3,0.358,0.96,6,class_1
977,11,712,1719,166,412,46,24,11,145,124,234,0.24,0.294,0.314,0.956,5,class_1
108,10,1038,4255,562,1130,214,98,17,298,178,215,0.266,0.299,0.374,0.971,2,class_1
1283,18,1037,2877,298,743,166,26,26,298,314,382,0.258,0.334,0.361,0.97,0,class_1
728,17,1734,5890,811,1604,256,52,104,591,524,583,0.272,0.334,0.386,0.99,3,class_1
912,18,1747,5867,651,1705,305,41,102,766,368,541,0.291,0.336,0.409,0.981,3,class_1
528,10,1163,4610,874,1212,170,56,21,391,525,135,0.263,0.345,0.338,0.897,6,class_1
1282,18,2469,9645,1366,2757,485,127,256,1170,574,1196,0.286,0.33,0.442,0.981,3,class_1
1297,15,1872,6914,974,1941,311,148,90,996,596,551,0.281,0.341,0.408,0.992,2,class_1
109,10,367,892,72,168,37,1,14,82,95,191,0.188,0.269,0.279,0.984,0,class_1
66,10,596,1457,132,374,71,2,21,172,182,109,0.257,0.342,0.351,0.982,0,class_1
1035,11,682,1732,176,403,42,9,14,134,127,151,0.233,0.288,0.292,0.982,4,class_1
296,17,1782,5539,765,1369,237,48,188,826,905,1025,0.247,0.357,0.409,0.982,0,class_1
1298,15,1204,4007,594,1064,194,28,210,699,331,813,0.266,0.325,0.485,0.97,3,class_1
661,11,688,2540,353,689,116,26,22,327,173,219,0.271,0.32,0.363,0.975,3,class_1
166,17,2042,6681,889,1776,270,11,339,1187,1001,1226,0.266,0.364,0.462,0.991,2,class_1
1287,12,1627,6046,765,1716,290,49,126,658,279,247,0.284,0.317,0.411,0.994,2,class_1
978,11,647,2088,183,450,72,13,4,199,72,559,0.216,0.248,0.268,0.965,0,class_1
324,13,1836,6826,856,1996,392,117,43,968,513,360,0.292,0.345,0.403,0.96,4,class_1
678,11,1296,4720,612,1252,232,46,61,541,624,639,0.265,0.353,0.373,0.973,4,class_1
556,10,789,1883,204,471,85,9,14,146,104,185,0.25,0.293,0.327,0.952,6,class_1
1224,15,1531,4855,676,1361,226,56,62,435,505,507,0.28,0.351,0.388,0.993,3,class_1
122,12,1097,4563,767,1217,177,60,13,310,284,170,0.267,0.314,0.34,0.869,3,class_1
449,12,795,2399,316,677,100,36,7,272,247,97,0.282,0.355,0.363,0.991,0,class_1
767,17,1768,6879,891,1797,228,70,29,794,364,214,0.261,0.302,0.327,0.946,4,class_1
662,18,984,2266,193,544,100,7,43,247,177,435,0.24,0.3,0.347,0.982,0,class_1
1113,10,1081,4074,598,1267,205,50,42,533,310,141,0.311,0.362,0.417,0.967,3,class_1
314,10,846,2405,254,619,107,12,30,235,245,180,0.257,0.329,0.349,0.983,0,class_1
372,11,1465,5186,631,1302,245,39,155,722,528,1055,0.251,0.325,0.403,0.956,6,class_1
1036,12,1361,4979,945,1206,176,57,13,417,791,373,0.242,0.351,0.308,0.901,3,class_1
1068,13,1539,5494,562,1432,224,31,53,484,264,621,0.261,0.297,0.342,0.953,5,class_1
891,12,1138,3950,488,1016,145,40,27,322,372,505,0.257,0.323,0.335,0.953,6,class_1
1329,18,2202,8018,1239,2210,316,65,54,687,1243,675,0.276,0.375,0.351,0.98,4,class_1
110,12,982,2877,272,682,105,24,7,272,340,251,0.237,0.32,0.298,0.973,0,class_1
799,12,1080,3719,409,928,122,28,14,303,257,275,0.25,0.303,0.309,0.968,4,class_1
800,10,1353,5188,604,1502,294,36,53,594,353,329,0.29,0.336,0.391,0.982,4,class_1
1098,10,866,2020,248,512,73,17,52,245,158,270,0.253,0.314,0.384,0.992,2,class_1
1109,11,997,3307,391,864,109,24,116,445,263,672,0.261,0.328,0.414,0.982,3,class_1
820,10,1142,4684,898,1352,215,139,69,335,157,156,0.289,0.325,0.438,0.972,2,class_1
1046,10,861,2662,473,786,155,41,58,368,343,369,0.295,0.38,0.45,0.979,3,class_1
854,11,1344,4777,366,1243,243,12,68,548,184,518,0.26,0.293,0.359,0.97,6,class_1
679,10,1154,4455,605,1226,140,38,7,329,356,404,0.275,0.329,0.328,0.981,4,class_1
943,13,1023,2555,393,693,114,16,66,329,445,382,0.271,0.383,0.406,0.985,3,class_1
198,13,1222,4495,672,1357,247,107,80,699,260,308,0.302,0.346,0.458,0.97,3,class_1
269,15,1491,4466,480,1142,143,65,42,377,227,406,0.256,0.293,0.345,0.966,5,class_1
325,17,1309,3826,342,908,177,20,79,441,382,522,0.237,0.312,0.356,0.987,0,class_1
594,10,1034,3740,620,1118,186,63,48,506,376,194,0.299,0.368,0.421,0.966,3,class_1
729,16,2089,8225,1249,2452,373,79,382,1451,670,1423,0.298,0.356,0.502,0.98,3,class_1
585,14,1331,5642,1120,1688,303,126,70,822,377,445,0.299,0.344,0.435,0.915,4,class_1
289,11,1131,4451,676,1129,149,52,32,558,283,289,0.254,0.301,0.332,0.94,4,class_1
131,12,1412,5386,643,1432,196,37,34,390,262,243,0.266,0.301,0.335,0.979,4,class_1
901,10,760,2477,298,650,110,43,28,271,181,140,0.262,0.317,0.375,0.945,6,class_1
249,13,1671,5919,708,1618,215,68,18,673,607,163,0.273,0.348,0.342,0.957,4,class_1
730,10,1171,3552,503,911,155,56,83,422,365,523,0.256,0.33,0.402,0.977,3,class_1
951,15,1468,5629,785,1660,247,71,61,499,266,471,0.295,0.329,0.397,0.982,3,class_1
315,10,709,2017,194,483,77,7,49,208,128,361,0.239,0.288,0.357,0.983,6,class_1
893,11,901,2737,342,731,126,28,78,328,256,428,0.267,0.335,0.419,0.982,3,class_1
159,11,829,2385,283,578,93,10,115,368,317,546,0.242,0.334,0.434,0.994,2,class_1
1184,10,597,1507,200,346,55,18,26,151,202,238,0.23,0.323,0.342,0.946,3,class_1
1317,17,1371,5075,637,1388,212,51,18,622,286,178,0.273,0.316,0.346,0.941,0,class_1
404,13,1315,4282,546,1146,172,24,172,723,521,359,0.268,0.354,0.44,0.99,2,class_1
1334,10,978,3428,697,825,148,44,15,219,664,180,0.241,0.375,0.323,0.887,4,class_1
111,16,1472,4364,536,1127,229,29,166,641,263,820,0.258,0.303,0.438,0.979,3,class_1
25,11,854,2521,268,628,112,23,45,245,290,507,0.249,0.331,0.365,0.956,5,class_1
43,17,2017,6611,612,1570,287,46,124,648,324,943,0.237,0.276,0.351,0.964,6,class_1
493,12,1064,2708,367,670,135,4,121,410,406,428,0.247,0.354,0.434,0.988,3,class_1
79,14,1482,5149,755,1375,256,75,42,609,649,416,0.267,0.351,0.37,0.956,5,class_1
267,16,1822,6309,714,1660,254,25,54,593,396,489,0.263,0.309,0.337,0.984,4,class_1
1086,10,1175,4827,942,1394,257,67,69,497,526,335,0.289,0.36,0.413,0.956,6,class_1
1099,10,1002,3303,419,887,125,20,77,399,266,410,0.269,0.33,0.388,0.947,6,class_1
801,10,905,2767,355,706,112,10,129,417,414,485,0.255,0.358,0.443,0.99,0,class_1
420,12,730,1912,218,473,79,1,8,155,140,159,0.247,0.3,0.302,0.958,5,class_1
1055,15,857,2151,190,463,69,13,43,210,184,504,0.215,0.284,0.319,0.986,0,class_1
188,13,988,3198,335,836,147,15,18,367,315,161,0.261,0.33,0.334,0.992,0,class_1
1047,24,3562,14053,2165,4256,746,135,160,1314,1566,1143,0.303,0.377,0.409,0.991,3,class_1
802,14,1585,4847,512,1206,190,44,104,548,547,677,0.249,0.329,0.371,0.989,0,class_1
16,10,1044,3725,603,1063,165,20,192,717,587,385,0.285,0.386,0.495,0.961,6,class_1
652,11,1014,3350,498,924,162,35,28,327,299,312,0.276,0.336,0.37,0.976,3,class_1
653,12,1044,4386,764,1256,202,88,28,644,224,177,0.286,0.323,0.392,0.882,5,class_1
680,16,1428,4208,552,1049,165,33,40,352,411,534,0.249,0.318,0.333,0.951,6,class_1
768,16,1547,5556,684,1468,287,39,179,810,369,870,0.264,0.314,0.427,0.991,3,class_1
995,19,1468,4514,494,1242,187,29,4,534,606,238,0.275,0.365,0.332,0.982,0,class_1
1048,14,1799,6373,876,1854,282,64,49,630,844,627,0.291,0.376,0.378,0.994,2,class_1
731,10,1035,3595,554,959,175,51,67,428,503,427,0.267,0.36,0.4,0.981,3,class_1
112,18,2181,7318,796,1926,293,57,46,627,483,667,0.263,0.312,0.338,0.96,5,class_1
264,12,1184,3982,535,988,181,42,56,381,518,514,0.248,0.337,0.357,0.97,4,class_1
698,18,2012,8164,1642,2502,451,157,118,1093,803,361,0.306,0.374,0.444,0.918,3,class_1
654,13,616,2192,245,476,69,29,4,154,85,80,0.217,0.248,0.281,0.947,0,class_1
979,11,636,1920,146,370,60,12,28,161,152,370,0.193,0.253,0.28,0.991,0,class_1
890,11,565,1289,163,296,46,4,25,109,97,158,0.23,0.288,0.33,0.982,4,class_1
915,13,1302,4101,438,1070,144,33,94,455,179,653,0.261,0.294,0.381,0.95,6,class_1
923,13,1448,5062,566,1500,205,57,65,585,223,331,0.296,0.329,0.398,0.986,0,class_1
1136,15,2243,8143,1138,2254,365,67,342,1331,1108,1343,0.277,0.366,0.464,0.954,6,class_1
1263,10,674,1623,130,365,53,5,21,157,214,225,0.225,0.317,0.303,0.987,0,class_1
582,15,1399,4796,709,1278,200,19,288,876,561,714,0.266,0.347,0.496,0.974,3,class_1
199,11,633,1449,133,351,46,5,58,213,191,251,0.242,0.333,0.401,0.988,0,class_1
1037,11,1128,3555,436,869,132,26,57,323,516,466,0.244,0.344,0.344,0.943,6,class_1
537,15,1150,3784,497,972,117,48,9,308,333,28,0.257,0.319,0.32,0.954,4,class_1
1299,19,1842,5307,769,1506,264,90,59,710,849,573,0.284,0.393,0.401,0.967,0,class_1
1302,10,766,2411,216,619,63,20,3,234,137,105,0.257,0.301,0.303,0.98,0,class_1
339,19,1321,3083,394,699,113,20,21,211,390,526,0.227,0.319,0.297,0.961,5,class_1
1015,11,895,3057,304,829,136,31,9,338,102,538,0.271,0.297,0.345,0.97,0,class_1
1062,14,800,2727,367,720,117,40,16,375,223,118,0.264,0.329,0.354,0.934,0,class_1
466,15,1806,6533,906,1766,288,124,92,792,545,515,0.27,0.332,0.395,0.966,3,class_1
482,11,1179,4259,686,1241,249,54,47,593,462,361,0.291,0.362,0.408,0.976,3,class_1
769,11,703,1959,235,558,83,19,15,249,116,102,0.285,0.327,0.37,0.966,3,class_1
981,13,1441,4373,398,1131,198,12,68,446,567,307,0.259,0.347,0.356,0.988,0,class_1
1273,11,991,2803,331,699,111,28,17,253,186,464,0.249,0.3,0.327,0.986,3,class_1
529,14,2034,7433,957,1992,306,60,271,1051,699,1418,0.268,0.335,0.435,0.99,2,class_1
437,13,1654,5837,552,1455,208,58,20,551,243,282,0.249,0.281,0.315,0.965,5,class_1
862,13,1610,6158,1064,1803,299,149,44,779,783,76,0.293,0.376,0.411,0.944,3,class_1
31,15,1304,3921,495,953,139,26,164,556,582,780,0.243,0.347,0.417,0.977,0,class_1
583,15,1390,4312,408,1245,204,42,17,539,331,169,0.289,0.342,0.367,0.978,0,class_1
917,20,1630,5383,653,1393,272,56,20,696,486,307,0.259,0.323,0.341,0.978,0,class_1
276,16,1528,5682,737,1723,229,96,52,799,354,32,0.303,0.346,0.405,0.945,3,class_1
1011,11,842,3442,584,974,162,52,10,241,227,218,0.283,0.328,0.369,0.865,3,class_1
619,14,1665,5699,604,1440,211,96,25,620,415,443,0.253,0.308,0.337,0.971,3,class_1
944,11,439,1197,105,263,39,7,5,115,189,145,0.22,0.327,0.277,0.976,0,class_1
699,17,2122,7605,1296,2084,354,136,56,813,1135,233,0.274,0.375,0.378,0.958,3,class_1
821,11,1036,3090,389,739,128,24,70,313,182,671,0.239,0.282,0.364,0.982,3,class_1
80,13,1422,5807,992,1560,226,97,31,758,388,240,0.269,0.323,0.357,0.892,6,class_1
530,11,706,2536,414,671,89,28,10,323,298,115,0.265,0.355,0.334,0.912,3,class_1
191,14,1388,4949,746,1338,154,65,9,290,714,382,0.27,0.365,0.333,0.942,3,class_1
1007,12,1406,4481,662,1217,206,38,132,636,708,748,0.272,0.372,0.423,0.992,2,class_1
340,11,1035,3917,439,1104,204,40,32,482,276,185,0.282,0.332,0.379,0.99,2,class_1
1147,17,1887,6387,945,1703,292,42,318,1147,841,920,0.267,0.357,0.475,0.991,2,class_1
231,10,227,482,34,136,15,2,1,52,53,32,0.282,0.356,0.328,0.985,0,class_1
1216,21,2456,8680,1074,2472,483,47,248,1389,855,694,0.285,0.352,0.437,0.987,0,class_1
380,11,843,2422,263,580,80,6,100,310,338,483,0.239,0.341,0.401,0.986,0,class_1
936,10,140,252,20,48,6,1,1,21,17,35,0.19,0.244,0.234,0.996,0,class_1
855,15,2082,7189,985,2029,317,25,246,1065,1263,1246,0.282,0.391,0.436,0.98,3,class_1
1185,13,1016,2999,401,732,121,19,27,260,283,440,0.244,0.313,0.324,0.973,4,class_1
1217,12,1411,5011,577,1311,188,21,23,430,469,350,0.262,0.327,0.321,0.979,4,class_1
160,12,1381,4318,642,1198,197,58,103,531,485,646,0.277,0.353,0.421,0.969,3,class_1
113,14,1658,5547,681,1566,243,53,211,888,383,870,0.282,0.335,0.459,0.992,2,class_1
700,10,1298,4996,779,1340,124,56,2,344,619,285,0.268,0.352,0.317,0.95,3,class_1
1148,13,1653,5657,745,1454,244,25,163,694,771,908,0.257,0.348,0.395,0.966,5,class_1
1149,11,872,2644,277,601,103,33,61,305,257,541,0.227,0.3,0.36,0.947,5,class_1
18,12,1517,5357,843,1458,258,46,164,676,674,768,0.272,0.36,0.429,0.961,3,class_1
1090,17,1987,7033,1123,2020,363,57,314,1092,890,1030,0.287,0.37,0.489,0.976,3,class_1
1063,12,1093,4176,633,935,141,87,24,264,313,345,0.224,0.288,0.317,0.904,4,class_1
215,10,771,2484,228,594,83,18,69,281,130,565,0.239,0.281,0.37,0.945,6,class_1
389,12,860,2264,225,686,115,19,46,355,247,106,0.303,0.374,0.432,0.952,0,class_1
426,14,1235,4688,913,1455,196,136,37,638,636,139,0.31,0.397,0.434,0.921,3,class_1
426,10,1012,3195,469,881,181,62,70,541,319,359,0.276,0.344,0.437,0.957,3,class_1
538,15,1710,6552,907,1592,251,94,47,618,408,288,0.243,0.289,0.332,0.902,5,class_1
570,10,879,2682,269,715,148,10,58,323,196,361,0.267,0.32,0.394,0.989,0,class_1
595,10,343,1004,83,214,22,7,2,89,55,14,0.213,0.262,0.255,0.95,0,class_1
655,15,1406,4532,783,1301,182,71,40,382,334,348,0.287,0.339,0.385,0.961,3,class_1
1064,15,797,3122,355,737,110,39,7,142,75,118,0.236,0.256,0.303,0.904,0,class_1
467,16,1392,4229,331,1122,170,44,47,525,281,416,0.265,0.313,0.36,0.981,0,class_1
1161,12,1365,3631,488,984,150,29,42,319,294,438,0.271,0.327,0.363,0.981,3,class_1
771,10,920,3675,617,911,109,42,11,77,238,53,0.248,0.297,0.309,0.901,3,class_1
81,13,1192,4359,661,1296,173,91,52,561,402,148,0.297,0.359,0.415,0.965,3,class_1
19,13,912,2267,307,594,87,26,21,175,295,234,0.262,0.35,0.351,0.973,3,class_1
244,19,2260,7156,770,1759,302,50,112,720,847,988,0.246,0.329,0.349,0.97,5,class_1
298,10,1098,3689,457,901,145,20,105,428,449,516,0.244,0.329,0.38,0.953,5,class_1
732,15,1553,4908,541,1227,179,27,146,599,407,582,0.25,0.31,0.387,0.995,2,class_1
1150,12,636,1814,177,448,57,13,3,203,128,130,0.247,0.301,0.298,0.984,0,class_1
596,12,563,810,96,192,34,1,18,117,81,126,0.237,0.309,0.348,0.991,2,class_1
982,10,779,1580,211,411,53,10,6,141,143,108,0.26,0.323,0.318,0.995,2,class_1
237,10,1304,5069,858,1546,219,118,36,622,470,387,0.305,0.369,0.416,0.961,3,class_1
878,10,730,1721,167,400,58,19,36,163,142,357,0.232,0.293,0.351,0.983,3,class_1
1278,13,817,2261,284,585,90,14,17,204,64,213,0.259,0.284,0.333,0.965,3,class_1
1014,14,1096,3503,248,819,123,34,8,321,219,268,0.234,0.284,0.295,0.961,0,class_1
405,11,1259,4301,811,1154,185,35,29,364,996,374,0.268,0.41,0.348,0.975,4,class_1
483,14,816,1650,197,356,38,5,10,120,196,243,0.216,0.302,0.263,0.971,5,class_1
952,15,1516,5022,641,1243,201,48,117,500,371,564,0.248,0.3,0.377,0.991,3,class_1
772,11,798,3433,590,1031,107,55,7,357,150,109,0.3,0.33,0.37,0.968,2,class_1
1163,23,2951,9720,1189,2716,499,47,292,1466,1255,888,0.279,0.366,0.431,0.969,3,class_1
822,11,810,2681,334,696,152,10,46,312,323,294,0.26,0.345,0.375,0.985,0,class_1
114,14,959,2811,268,751,122,18,44,311,186,413,0.267,0.316,0.37,0.95,6,class_1
597,14,1646,5896,758,1576,284,90,27,762,471,32,0.267,0.329,0.36,0.926,6,class_1
204,14,1277,4288,575,1219,182,89,60,535,437,453,0.284,0.356,0.41,0.964,3,class_1
1091,11,1237,4521,500,1239,177,41,41,432,207,348,0.274,0.308,0.359,0.978,4,class_1
507,12,964,1913,283,460,78,15,37,207,233,322,0.24,0.327,0.355,0.973,3,class_1
1285,15,1720,6497,1001,1859,307,42,247,1174,692,685,0.286,0.355,0.46,0.96,5,class_1
1112,14,1310,4508,714,1515,321,54,63,773,494,247,0.336,0.407,0.473,0.978,3,class_1
823,10,451,989,83,214,37,3,12,93,63,118,0.216,0.272,0.296,0.986,0,class_1
701,10,777,1420,164,336,45,14,8,112,139,218,0.237,0.308,0.305,0.969,3,class_1
161,12,652,1634,166,408,61,7,33,180,201,254,0.25,0.34,0.356,0.984,0,class_1
1193,10,1028,3695,604,989,157,68,29,281,541,447,0.268,0.362,0.371,0.98,4,class_1
989,14,1628,6249,839,1806,270,58,22,696,455,321,0.289,0.339,0.361,0.945,6,class_1
824,11,1200,4494,739,1391,268,105,77,707,463,352,0.31,0.376,0.467,0.967,3,class_1
532,12,1414,5222,547,1382,231,56,15,564,172,94,0.265,0.292,0.339,0.986,2,class_1
598,14,1486,6138,1492,1769,347,174,122,549,661,343,0.288,0.36,0.461,0.896,3,class_1
1167,10,903,2933,479,790,112,28,16,253,464,6,0.269,0.376,0.343,0.891,6,class_1
270,11,1196,4635,790,1107,128,47,12,259,414,105,0.239,0.306,0.294,0.907,4,class_1
533,10,971,2824,305,633,84,27,36,284,361,453,0.224,0.314,0.311,0.963,5,class_1
773,11,1146,4211,575,1238,219,43,24,464,280,226,0.294,0.34,0.384,0.961,6,class_1
24,17,1512,4999,696,1418,213,96,15,530,573,331,0.284,0.359,0.374,0.98,3,class_1
341,10,1112,3997,506,1055,157,30,228,743,301,957,0.264,0.319,0.489,0.982,2,class_1
1049,13,1421,5085,469,1268,210,44,49,541,288,456,0.249,0.291,0.337,0.982,4,class_1
774,13,835,2726,303,696,72,25,3,283,220,34,0.255,0.318,0.303,0.957,0,class_1
560,11,1435,5176,714,1446,288,114,84,818,718,433,0.279,0.368,0.428,0.992,2,class_1
261,10,486,1237,122,326,50,14,2,96,95,57,0.264,0.319,0.331,0.974,0,class_1
82,12,962,2840,347,820,152,32,29,388,240,119,0.289,0.346,0.395,0.972,0,class_1
83,16,1147,3647,363,777,119,33,21,378,170,0,0.213,0.254,0.281,0.976,0,class_1
615,10,840,3001,414,905,166,34,18,361,166,88,0.302,0.346,0.398,0.961,3,class_1
212,11,698,1371,199,350,63,4,54,218,188,244,0.255,0.353,0.425,0.959,3,class_1
733,16,1962,6021,621,1493,243,36,95,624,699,963,0.248,0.328,0.348,0.993,0,class_1
