@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute value_18 numeric
@attribute value_19 numeric
@attribute value_20 numeric
@attribute value_21 numeric
@attribute value_22 numeric
@attribute value_23 numeric
@attribute value_24 numeric
@attribute value_25 numeric
@attribute value_26 numeric
@attribute value_27 numeric
@attribute value_28 numeric
@attribute value_29 numeric
@attribute value_30 numeric
@attribute value_31 numeric
@attribute value_32 numeric
@attribute value_33 numeric
@attribute value_34 numeric
@attribute value_35 numeric
@attribute value_36 numeric
@attribute value_37 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14,class_15,class_16}

@data
122,43,0.13,8.2,103,106,89,79,4.7,412,7.9,33,58,70.4,3,410,7.7,107,143,31,89.1,0.4,407,7.6,23,50,24,87.7,409,25.2,60,99,82.9,74.7,85.9,78.4,89.2,99.8,class_2
211,463,0.14,8.2,117,79,30,63.9,3.5,332,8,158,16,68.5,3,346,8,54,68,26,71.4,0.2,354,7.8,8,39,16,66.1,352,59.8,42.5,93.3,88.6,70,94.2,79.6,86.1,98.6,class_2
493,453,2.7,7.9,35,52,31,50,2,357,7.8,63,37,53.2,2,381,7.8,48,50,31,58.7,0.2,5,7.8,8,16,9,77.5,206,36.9,51.1,92.5,87.9,78.3,90.2,85,90.5,97.5,class_2
511,448,1.3,8,16,44,19,66.7,4.5,114,8,21,25,70.7,3,110,7.8,28,38,20,73,0.2,135,7.7,6,14,7,74.3,138,29.1,54.9,95,87.2,77.1,88.9,84.9,90.3,98.9,class_2
371,218,8.5,7.5,67,69,60,67.3,5.5,60,7.5,154,45,64.7,1.7,74,7.5,61,41,31,76.1,0.2,80,7.4,8,6,8,80,84,56.3,54.9,90,89.3,84.1,92.3,90.7,93.4,99,class_2
39,84,10.7,8.1,153,230,79,71.2,6.3,285,8.2,134,74,67.9,7,284,8.1,97,174,53,74.6,0.8,260,7.8,20,63,14,85.7,221,35.7,51.9,88.6,83.8,67.9,90.3,41,92,99.2,class_2
421,186,3,8.4,154,261,55,77.8,5,269,8.3,125,45,74.5,5.3,275,8.2,109,165,28,76.7,0.4,292,7.7,14,61,5,83.3,298,26.8,57.8,92.4,88.8,73.2,92.8,85.3,94.4,99,class_2
68,17,0.9,7.7,148,86,26,65.8,4,79,7.8,87,40,67,3.3,86,7.9,67,99,30,80,0.3,103,7.7,8,115,4,70.9,112,35.2,53.6,90.8,89.8,39.1,95,53,93,99,class_2
119,482,0.65,7.9,99,163,10,66.7,2.5,404,8.1,65,21,67.9,3,406,8.2,88,218,30,71.1,1,408,7.8,18,114,21,78.6,408,12.6,42.3,66.7,84.2,63.3,88.3,64.3,77.8,98,class_2
96,230,4.4,7.9,86,250,92,57.5,7.5,134,8,101,122,49.8,9.2,171,7.9,88,164,44,72.7,0.5,187,7.8,16,53,9,87.5,111,29.1,72.9,95.1,85.6,75.5,88.6,85.9,94.5,99.3,class_2
254,325,1.89,7.7,155,160,45,64.3,5.5,112,7.9,216,62,62.2,6,120,7.9,82,148,28,74.4,0.2,110,7.7,11,63,10,76.5,92,66.7,63.9,96.7,88.7,71,94,79.1,91.3,99.1,class_2
406,167,1.5,7.7,109,242,97,62.3,13,352,7.8,142,125,53.3,19,356,7.9,31,70,21,84.2,0.4,335,7.7,13,52,20,77.8,340,66.1,81.9,97.9,79,64.4,91.4,85.5,91.2,99.6,class_2
447,403,0.68,7.8,84,212,36,66.3,4.5,162,7.9,207,49,63.2,5,142,7.9,73,143,37,78,0.4,161,7.7,19,61,16,87,196,66,52.8,92,81.5,71.1,86.7,82.3,87.1,98.9,class_2
25,156,2.7,7.6,145,210,49,71.6,5.5,99,7.7,144,55,65.2,5,124,7.6,112,176,38,84.3,0.7,165,7.6,20,44,44,88.2,151,32,54.5,86,85.4,79.2,89.9,85.6,72.1,99.1,class_2
127,147,0.82,7.8,178,174,56,66.9,5.5,346,8,152,43,62,5,345,7.9,86,150,30,75.5,0.3,351,7.8,15,65,15,79.5,355,46.1,55,94,86.1,70.5,93.4,79.5,89.9,99.1,class_2
323,380,8.7,7.5,45,97,84,46,4,98,7.3,31,16,58.9,4.5,104,7.1,62,48,20,73,0.3,115,7,13,38,11,83.3,132,9.6,49.3,91.2,85,66.8,87.2,81.2,93.4,99.7,class_2
373,244,1.77,7.6,30,56,38,51.6,25,197,7.7,31,26,55.4,19,206,7.8,47,73,26,81,1,191,7.7,15,31,12,84.2,152,21.6,49.4,94.7,80.6,74.2,83.5,80.3,89.6,99.8,class_2
393,72,1,7.8,92,185,55,62,5.5,154,7.8,102,110,54.2,8,180,7.8,73,145,48,64.4,0.3,136,7.7,18,41,13,75,73,37.1,66.7,96.3,82.3,77.9,87.8,85.3,90.7,99.1,class_2
434,74,0.58,7.7,124,190,68,61.2,4.5,91,7.8,123,98,55.3,6,106,7.7,81,139,47,67.2,0.2,150,7.7,18,59,15,81.8,159,39.4,63.5,96.7,83.3,71.3,89.7,81.6,90.9,98.9,class_2
263,259,0.2,7.7,106,122,55,66.7,4.5,255,7.8,76,63,66.7,3.5,145,7.8,68,86,25,80.5,0.2,217,7.9,31,73,11,88.9,176,30,65.8,94.3,68.9,58,81,73.7,91.7,98.9,class_2
332,240,7.3,7.6,87,87,36,64,3.5,292,7.7,76,32,67.4,3,307,7.6,46,93,41,77.4,0.2,316,7.6,12,40,16,80,342,38.1,40.4,95,72.7,72.9,90.9,79.9,90.3,98.6,class_2
368,49,1.6,7.7,83,137,15,70.1,1.5,198,7.7,87,32,65.2,2.5,205,7.8,72,104,41,69.8,0.3,204,7.7,11,32,15,81.8,228,32.4,40.4,88,87.8,77.6,91.3,85.3,83.8,96.7,class_2
401,82,1.6,7.9,67,198,49,64.7,6,334,7.9,43,50,66.4,7.2,341,7.9,70,195,49,70,2.5,312,7.8,10,63,14,85.7,269,48.7,43.9,65.3,81.6,75.3,90,81.2,89.7,99.2,class_2
134,25,0.2,7.6,69,120,36,60.7,3.5,48,7.7,59,27,59.5,3,36,7.7,9,36,4,71.4,0.1,18,7.9,5,76,23,64,2,68,66.7,96.7,81.6,41.8,94.3,72.5,83.1,98.6,class_2
40,39,2.5,7.7,117,176,44,69.1,4.5,127,7.7,111,53,61.8,4,113,7.7,60,122,52,77.4,0.3,117,7.5,12,91,12,84.2,162,46.1,43.6,92.5,85.6,58.2,92.2,73.8,90.2,99.4,class_3
231,246,1.2,7.8,173,189,70,63.4,4,264,7.7,23,85,65.3,6,347,7.7,114,217,69,80.5,1.3,298,7.5,20,96,19,82.7,282,38.1,39.6,78.3,85.5,70.4,91.3,73.4,89.4,99.4,class_3
0,375,0.35,7.6,34,95,15,54.4,4.5,33,7.5,75,37,55.3,3,29,7.6,9,101,16,48.6,0.2,22,7.5,12,70,10,51.8,13,17.4,62.8,93.3,78.5,62.5,86.7,71.8,87.5,99.4,class_3
143,174,1.2,7.5,15,59,5,68.9,2,74,7.7,8,4,70,2.3,68,7.7,29,95,20,81,0.2,102,7.6,12,15,15,83.6,78,11.2,38.3,91.1,79.7,83.2,82,85.9,81,98.8,class_3
274,13,0.4,7.6,69,48,18,64.8,1.5,362,7.6,110,82,56.1,7.5,354,7.6,51,109,51,65.9,1,362,7.7,20,50,14,59,373,50.2,55.8,86.7,76.5,71.4,84.8,72.1,85.2,98.3,class_3
246,28,3.45,8.2,136,151,36,70.8,4.5,389,8.3,102,52,70.6,4,382,8.2,90,156,37,80,0.4,383,7.8,15,73,21,75.7,370,28.4,54.1,91.3,86.5,68.6,91.6,76.1,84.3,99.4,class_3
173,450,6,8.2,96,88,25,60.3,4,371,8.3,122,24,64.2,4,378,8.2,70,138,46,64.9,0.5,373,7.9,12,38,4,80,377,44.2,29.6,87.5,86.8,78.3,91.4,80.5,92.9,99.3,class_3
41,267,1.6,8,84,134,68,57,6.8,354,8.1,151,48,63.8,6.3,359,7.9,35,176,43,66.7,0.7,325,7.7,17,43,11,88.9,281,66.4,48.6,88.8,75.3,79.5,87.9,82.3,92.6,99.6,class_3
73,193,8.2,8.1,110,203,67,68.3,9,284,8.1,157,109,68.2,13.2,307,8.1,116,209,47,75.9,0.4,302,7.7,27,107,21,85.7,334,35.1,67,97,81.5,62.7,84.4,69.8,88.3,100,class_3
248,298,12.5,7.5,44,206,45,72.5,6.5,126,7.6,208,40,75.3,3.5,98,7.7,143,78,44,74.6,0.5,92,7.6,11,72,7,91.4,97,42.7,43.3,97.1,92.9,57,90.9,87,92.9,99.3,class_3
243,217,1.2,8,170,273,41,73.4,6,388,8.1,177,39,74,5,385,8,112,143,34,87.5,0.6,381,7.7,16,49,8,80,385,44,50,88,87.8,75,92.6,88.6,92,99.6,class_3
183,132,1.5,7.7,64,141,66,56.3,4.5,48,7.7,44,35,63,2.7,58,7.7,63,106,47,69,0.5,54,7.7,29,84,34,80.5,68,17.4,37,81.5,71.1,58.1,78.4,72.5,82.8,99.4,class_3
416,175,0.99,7.8,67,200,136,23.7,18,382,7.8,101,148,30.4,17,379,7.8,46,31,31,60.9,0.4,364,7.6,11,48,13,75,374,50.5,88,97.6,84.5,26.4,90.4,95,97.9,99.9,class_3
185,231,0.36,7.6,68,130,63,53.4,5,268,7.7,69,80,54,6,251,7.8,52,95,21,81.6,0.2,289,7.6,14,38,15,81.8,284,36.8,72.3,97.5,82.5,74,88.5,83.4,90.5,99.5,class_3
105,400,0.17,7.8,45,100,98,47.7,6.5,12,7.8,34,111,41,6,10,7.8,18,32,10,78.1,0.2,15,7.8,12,28,12,77.9,27,47.7,82,97.5,76.1,68,88,84.2,93.9,99.6,class_3
74,392,0.7,7.9,100,198,62,67,5.5,203,8.1,78,39,62.5,5,198,7.7,119,215,40,71.2,0.4,259,7.6,41,134,55,79.6,273,0.6,45.8,92,11.6,25.7,19.6,36,43,36.4,class_4
92,398,1.5,7.7,146,75,92,33.8,3.5,131,7.6,76,77,31.3,4.2,105,7.6,65,116,40,51.9,0.3,132,7.4,42,135,56,73.9,145,31.8,61.2,92.9,88.5,67.9,92.1,73.3,18.5,42.9,class_5
352,118,0.96,7.8,178,121,20,83.6,5,218,7.8,127,20,85.7,5.5,227,7.7,99,88,18,83.3,0.4,218,7.5,6,62,12,92.6,239,32.4,53.2,96.4,82.5,63.2,80.3,76.3,87,100,class_5
452,108,3.42,7.4,59,241,48,72.3,6,166,7.4,44,79,62.5,6,160,7.4,18,52,21,88.9,0.2,140,7.4,7,120,4,90.9,176,51.4,72.1,93.3,83.6,18.5,92.6,70.1,94.6,100,class_5
109,401,0.7,7.6,29,34,5,58.6,1.2,123,7.9,54,11,64.7,3,109,7.7,29,65,16,82.9,0.3,99,7.5,38,123,54,78.8,103,46.6,48.5,91.7,76.2,20.4,26.3,31.7,10.3,95.4,class_6
310,250,0.5,7.9,11,174,93,72.2,3,154,7.7,34,116,65.1,3.5,170,7.8,16,157,16,82,0.3,192,7.9,23,95,26,90,255,49.2,81.6,93.3,58.5,61.4,66.7,72.5,88.9,99.7,class_6
311,40,0.36,7.5,22,256,17,71.4,7.5,26,7.6,16,40,62.3,2.8,27,7.6,13,12,3,83.6,0.2,37,7.7,21,68,19,76.9,26,40.8,71.6,97.1,59,26.4,74.7,83.8,81.4,99.3,class_6
320,474,1.2,7.7,67,142,47,74,4,348,7.6,83,35,71.7,3.5,369,7.5,77,141,31,78.3,0.3,362,7.6,15,44,16,78.3,316,28.1,50,91.4,85.2,76.5,87.8,82.5,88.5,99.8,class_7
381,199,1,7.8,141,225,57,65.5,5.5,289,7.9,134,44,71.3,4,281,7.8,104,194,21,81.6,0.2,272,7.5,25,106,24,77.4,240,32.6,62.4,95,81.3,59.9,87.5,71.8,85.9,99.8,class_7
50,94,17,7.7,57,231,92,63.7,7.5,392,7.6,147,106,62.8,9,386,7.7,134,223,57,70.1,1.3,399,7.5,24,65,29,80.6,404,20.9,61,85.6,85.5,79.6,90.4,82.5,87.7,99.9,class_7
172,351,1.8,7.9,91,162,40,72,4,321,7.9,105,30,75.9,3.7,344,7.8,76,187,28,79.1,0.4,351,7.5,15,83,19,82.5,360,36.5,50.6,89.2,85,68.9,89.4,74.6,86,99.8,class_7
392,384,1.2,7.8,72,49,29,58.5,2.3,60,7.8,50,39,53.1,2.5,55,7.8,67,81,29,70.5,0.4,74,7.8,10,36,12,73.7,118,18.1,54.2,84,88.1,73,91.3,77.6,88.4,99.6,class_7
433,487,2,7.3,67,89,43,62.5,5.5,156,7.8,64,35,56.5,4,155,7.6,29,50,31,63,0.3,98,7.9,11,32,12,78.9,44,50,50,92.5,81,70.2,90.4,82.4,90.1,99.8,class_7
467,257,1,7.9,125,215,73,61.9,4.7,243,7.8,137,108,49.4,7.5,212,7.8,96,164,38,68.6,0.3,215,7.9,21,48,16,78.3,197,36.9,70.7,96,83,77.1,88.4,85,90.9,99.8,class_7
239,188,0.27,7.4,27,193,33,65.1,4.5,107,7.4,13,39,64.6,4,109,7.4,24,62,15,72.5,0.2,98,7.6,10,70,8,72,79,26,64.1,95,81.1,54.5,87.5,79.4,91.3,99.8,class_7
196,41,0.83,8.2,191,279,110,72.5,10,386,8,196,143,83.6,8.5,379,7.9,146,199,47,84.5,1.3,382,7.6,13,56,5,71.7,396,33.2,80.1,84.7,92.4,77.7,95,88.4,96.6,99.9,class_7
425,9,1,8.1,157,196,53,79.3,7,373,8.1,149,66,74.8,6,366,8.1,139,204,45,82.1,0.2,386,7.7,19,78,15,89.1,383,19.2,54.5,96.7,88.6,72.7,90.9,77.8,89.6,99.9,class_7
21,35,1.09,8.7,196,239,63,68.1,5.5,290,8.4,23,32,70.8,2.5,305,8.4,63,189,55,78.5,1.5,250,7.9,10,40,10,82.4,173,34,27,40,87.7,81.2,96,87.6,92.7,99.8,class_7
54,88,5.45,8,189,221,39,79.3,4,381,8,209,49,74.5,5,378,8.1,141,210,54,78.1,1,373,7.7,30,92,26,80.8,392,45.2,39.6,80,83.3,69.9,89.7,76.7,82.1,99.8,class_7
71,61,5.9,8.2,187,239,45,77.6,4.5,379,8.2,169,38,72.6,4.5,384,8.1,140,210,44,85.5,1,381,7.8,17,62,12,89.5,388,28,42.1,77.8,89.7,77.5,93.5,83.5,90.3,99.8,class_7
89,92,2.87,8.1,177,182,55,73.2,1.5,326,8,216,72,71.3,3,309,7.9,127,194,40,76.9,0.1,318,7.6,14,48,11,84.4,328,54.1,59.7,95.6,90.2,79.4,93.8,83.7,91.7,99,class_7
123,196,0.4,7.9,157,104,28,76.5,3.5,219,8,136,44,71.3,4,226,8.2,110,126,34,81.3,0.5,247,7.9,12,42,5,90,309,30.2,52.5,87.5,90.1,76,93.7,80.5,92.6,99.7,class_7
317,228,0.3,8,112,163,6,73,5,320,8.1,181,50,72.9,4.5,311,8.1,80,155,46,66.7,0.9,324,7.7,8,28,11,66.7,328,56.3,46.7,80,90.8,82.6,94,87.3,84.7,99.8,class_7
334,185,0.5,8.1,144,174,36,76.4,5,158,8,144,33,76.7,4.5,129,7.9,99,74,30,77.8,0.5,164,7.8,12,52,10,85.3,135,37.8,50,88.9,89.3,65,93.2,82.4,90.4,99.8,class_7
403,57,0.53,7.9,141,216,44,78.4,6,104,7.9,217,53,80,5.5,114,8,98,136,45,80.4,0.4,94,7.8,4,68,7,94.3,190,63.4,49.1,93.6,86.5,60.4,87.6,81,92.8,99.8,class_7
4,435,5.2,8,64,12,14,61.2,2.5,37,8,36,38,50.5,3,46,8,18,15,21,84.2,0.2,68,7.8,17,15,4,76.4,66,32.4,60,93.3,85.4,69.3,88.4,76.9,91.8,99.6,class_7
441,393,1.51,8.2,148,276,82,53.3,4.5,269,8.2,195,65,55.7,4.2,271,8.2,74,133,43,61.1,0.2,255,7.8,22,118,14,64.8,197,62.2,55.7,95.2,79.2,60.4,89.2,84.9,92.2,99.8,class_7
458,429,2.5,8,93,110,24,68.8,3,306,8.1,62,55,49.1,3.5,327,8,85,103,28,65.1,0.2,306,7.8,16,56,10,77.6,308,12.8,61.6,94.3,85.3,68.2,89,77.2,89,99.7,class_7
476,425,1.9,7.9,106,159,52,69.5,6.5,345,8.2,99,68,56.8,3.5,352,8.2,70,128,40,67.3,0.2,350,8,11,48,15,72.7,349,37.6,58.4,94.3,87.6,74,92.3,82.5,89.5,99.8,class_7
36,376,1.58,7.8,33,22,11,62.5,1.5,220,7.9,25,12,55.1,1.2,240,7.9,40,25,21,68.4,0.3,189,7.9,3,18,2,84.4,209,22.2,44.9,75,92.3,72,94.1,79.5,93,99.3,class_7
53,444,4.5,8.2,51,39,19,61.1,1.5,302,8.3,65,45,50.9,2.5,315,8,35,59,24,82.5,0.2,336,7.8,5,24,3,90,313,46.5,60.8,92,89.4,75.5,93.5,80.6,93.1,99.3,class_7
70,483,2.3,8.1,77,74,6,55.9,2.5,340,8,103,10,62.7,2,334,8.1,44,62,6,70,0.2,327,7.9,11,47,5,76.7,345,52,55.2,90,84.2,65.3,91,76.7,89.8,99.6,class_7
88,417,0.43,8,50,65,15,66.2,2.5,376,8.1,50,27,60.7,3,370,8.2,56,89,14,88.2,0.2,349,7.8,13,79,13,85,358,25.7,59.5,93.3,84.1,56.4,87.7,65.1,85.3,99.6,class_7
106,51,0.48,8.5,156,173,23,65.8,3.3,330,8.4,186,45,62.7,3.8,409,8.2,133,222,43,72.2,0.9,400,7.9,22,117,23,82.7,391,38.5,47.1,76,86.5,64,89.6,64.7,80.3,99.7,class_7
157,248,1.4,8,26,117,18,73.2,4.5,217,8,63,20,71.4,4,217,7.9,58,49,24,90,0.2,258,7.7,10,100,17,83.3,331,30.6,48.1,96.3,87.2,33.5,87.4,64.7,83.1,99.8,class_7
227,349,7.9,8.1,142,180,54,67.3,6,275,8.1,162,62,69.7,4.5,303,8,63,102,20,81.1,0.2,332,7.9,29,104,25,78.1,353,57.5,68.9,95.6,71.1,46.2,85.8,69.3,85,99.8,class_7
333,460,2.21,8.1,59,77,18,73.2,3,308,8.1,99,64,66.9,7,312,8,79,114,40,75,0.8,295,7.8,8,51,7,82.9,315,33,57,88.6,90.8,71.5,91.9,75.7,90.1,99.7,class_7
369,5,1.23,8.2,185,281,86,72.1,6.5,400,7.8,205,73,70.8,7,400,8.1,117,213,45,76.8,0.3,397,7.7,12,71,9,77.5,388,53.4,56.9,96.4,90.5,76,94.9,86.8,94.3,99.8,class_7
120,489,1.5,8.4,106,32,33,60.5,3.5,293,8.3,89,21,69.2,3.8,270,8.2,41,27,28,72.1,0.4,287,8,7,15,11,77.8,290,50,44.9,89.3,88,74.5,94.4,82.9,89.5,99.7,class_7
244,481,2.5,8.1,25,19,135,13.2,5.5,325,7.9,60,151,13.7,7,258,8,6,4,48,44.1,0.4,257,7.9,3,10,6,76.9,242,70.1,89.4,95,84.8,68.5,93.6,83.4,98.5,99.8,class_7
262,501,3.5,7.9,34,51,129,17.8,4,47,7.9,24,132,20,4,47,8,41,64,57,43.3,0.5,77,8,7,61,13,54,85,20,70.9,88.8,88,59.1,90.8,69,96.1,99.8,class_7
367,469,1,8.2,96,125,37,64.4,3.5,270,8.2,42,55,55.4,2.5,248,8.1,64,110,44,63.6,0.3,262,7.8,13,94,15,68.2,225,48.7,50.9,88,81,54.8,92.7,68.2,87.8,99.7,class_7
400,470,0.5,8,50,67,45,60.2,4,265,8,119,57,49.1,5,272,8,98,81,34,62.5,0.3,282,7.9,21,47,19,60,292,41.8,57.9,94,82.5,68.2,90.9,75.9,86.7,99.8,class_7
214,114,2.5,7.8,133,170,39,69.6,4,262,7.9,119,36,71,3.5,302,7.9,126,178,28,83.7,0.1,292,7.8,25,59,15,90.9,302,15.4,53.8,97.1,84,75.1,87,80.6,88,99.8,class_7
6,316,1.56,8.4,139,224,56,75.2,5,296,8.5,163,49,73.6,4.5,304,8.3,103,182,38,80.4,0.4,296,8,12,55,6,92.3,299,42.8,51.9,91.1,89.6,76.5,93,84.1,94,99.8,class_7
386,65,0.62,8.1,48,173,45,60.2,4.5,69,8.3,65,37,60.6,3.5,75,7.8,63,93,20,78.4,0.4,87,7.6,25,79,20,85.2,151,28.3,60.6,88.6,74.6,57.1,78.7,76.3,86.2,99.8,class_7
91,126,6.25,8.1,96,138,25,79.5,4,244,8.2,76,55,73.2,5.5,281,8.1,98,135,28,90.7,0.4,295,7.8,20,70,15,90.9,307,12.4,61.6,92.7,83.9,67.2,87,75.8,85.9,100,class_7
141,172,1.32,8,42,218,36,62.9,4,96,8,20,36,62.4,3.8,86,7.9,75,109,30,77.8,0.4,128,7.6,18,27,12,89.5,194,49.8,51.6,90.8,82.5,79.9,82.9,89.3,89.3,100,class_7
1,107,0.8,8.1,109,102,14,76.1,2.5,170,8.1,159,14,73.2,2.5,141,8.1,87,82,36,83.7,0.3,169,7.9,11,50,10,85.3,187,47.7,31,88,89.1,67.1,92.4,78.1,87.3,99.6,class_7
192,361,1.2,8.2,40,171,33,73.3,3,300,8.2,25,35,71.7,4,291,8.1,17,153,32,83,0.5,293,7.8,11,58,8,90,239,43.6,48.9,87.5,77.3,73,88.2,80.9,91.3,99.7,class_7
492,307,1.67,7.9,114,204,31,77.4,3.5,175,8.1,135,41,70.4,5.5,163,8.1,56,176,6,86.7,0.2,126,7.8,13,122,8,90,130,53.7,69.4,96.4,84.1,51.3,91.6,65.9,91.1,99.7,class_7
510,179,1.5,8.2,45,234,57,73.6,7,245,8.2,112,85,65.3,11,259,8,41,100,18,72.2,0.4,232,7.7,7,56,10,73.5,207,55.6,75,96.8,88,67.7,91.7,84.4,92.3,99.9,class_7
19,379,0.5,8,43,125,24,74,4.5,130,8.1,94,89,75.2,6.5,141,8,63,113,24,80,0.3,176,7.8,14,68,12,84.2,216,39.7,73.2,96.2,84.2,65.2,86.3,75.3,87.7,100,class_7
86,396,0.35,8.3,28,98,7,71.7,2.5,190,8.2,18,10,74.6,2.5,180,8.1,47,119,14,88.2,0.4,185,7.8,3,57,4,90.9,170,7.5,49.3,84,92.9,69.9,93.8,75.8,90.8,100,class_7
154,290,0.7,8.2,132,209,28,75.3,5.3,290,8.3,116,24,72.8,4,326,8.2,89,167,28,83.7,0.6,344,7.7,12,78,4,81.8,324,33.6,46.9,85,88.6,68.2,92.8,78.7,93.2,100,class_7
209,60,0.86,7.6,134,90,20,69.9,3.5,84,7.8,143,27,71.4,4,84,7.9,83,141,31,78.3,0.4,108,7.7,13,51,1,80,138,44.2,45.2,90,87.3,74.2,92.4,76.9,94.5,99.7,class_7
261,253,1,8.2,194,101,19,72.2,5,119,8.3,155,19,75,4,118,8.1,120,139,28,97.7,0.6,135,7.8,16,34,3,70,143,32.3,43.4,85,88.5,79.7,94.2,82.6,93.1,99.8,class_7
399,139,0.96,8.1,146,258,48,84.2,6,188,8,169,48,80,5.5,177,8.2,102,129,41,90.6,0.5,198,7.9,12,36,10,94.1,201,45.7,49.5,90.9,89.5,78.3,93.3,89.3,91.6,99.8,class_7
146,123,1.74,7.8,70,223,71,61.3,5,200,7.7,106,96,55.4,5,164,7.8,76,152,40,71.2,0.4,186,7.7,13,45,8,86.7,185,36.8,66.9,92,86.6,77.1,89.3,86,94,99.8,class_7
217,461,0.76,7.7,79,121,83,45.6,5.3,50,7.8,42,88,45.3,5.6,53,7.7,46,88,24,72.5,0.2,59,7.7,10,60,8,100,49,28.7,73,96.4,85.6,64,91.7,76.9,94.5,99.8,class_7
235,352,0.9,7.7,146,82,44,60.8,5.9,319,7.8,115,69,54.7,6.3,317,7.8,50,81,25,68.3,0.3,321,7.7,8,52,7,91.4,304,51.9,67.5,95.2,88.1,66.1,95,75.8,92.8,99.8,class_7
375,184,3.9,7.9,150,182,89,54.5,6.5,92,7.9,121,105,46.2,7.5,103,7.9,72,97,30,57.8,0.3,103,7.8,11,76,7,85.7,82,43.1,73.7,96,87.8,59.3,93.8,77.6,95.1,99.8,class_7
15,148,1.73,7.4,78,87,68,66.1,4.5,367,7.6,116,44,67.3,4.5,377,7.7,55,114,24,87.5,0.1,366,7.7,8,46,7,78.6,338,49.8,60.4,97.8,88.7,73.4,92.8,78.1,94.2,99.8,class_7
205,238,4.2,7.8,45,1,51,54.8,3.5,142,7.8,44,61,52.5,4.5,167,7.8,40,11,5,82.8,0.1,154,7.7,12,1,9,93.7,154,34.1,75.4,97.8,82.4,84,88,81,92.3,99.7,class_7
395,241,4.4,7.6,62,141,49,67.6,3.5,268,7.6,43,59,62.9,4,291,7.6,37,117,24,70,0.1,265,7.4,8,63,6,92.3,227,35.8,65.5,97.5,86.4,77.1,92.1,72.2,93.6,99.7,class_7
436,122,6.6,7.8,62,202,46,71.7,3.5,253,7.7,46,21,61.5,4,254,7.7,51,123,23,76.7,0.1,263,7.6,9,74,7,76.8,281,27.1,50,97.5,87.3,64.3,91.4,79.2,92.9,99.7,class_7
487,10,2.92,7.5,46,102,1,81.5,3,81,7.5,60,34,64.8,3,73,7.5,72,184,52,75.8,0.9,73,7.4,8,80,8,78.7,102,20.1,31.9,70,90.2,69.5,91,69.5,86.1,99.7,class_7
523,104,19.1,7.6,90,184,94,55.7,5,169,7.6,129,49,63.2,5.5,193,7.5,60,145,26,76.2,0.2,144,7.4,16,97,17,78.3,144,50.7,60.4,96.4,82,59.3,88.8,72.9,91.9,99.8,class_7
31,223,3.7,7.7,70,134,24,68.8,3,217,7.8,65,35,67.4,3.1,252,7.8,54,134,25,83,0.2,199,7.7,19,82,23,86.7,233,34,55.4,93.5,78.1,63.1,85.5,72.5,80.5,99.7,class_7
47,182,6.3,7.7,57,120,69,57.4,4,204,7.8,64,83,55.7,6.5,237,7.7,65,122,34,81.3,0.7,219,7.6,19,85,25,82.5,198,26.6,65.7,89.2,80.2,60.3,84.2,70.1,86.9,99.8,class_7
238,128,0.9,7.3,96,133,55,62,3,182,7.4,141,59,59.5,3,185,7.5,42,104,38,58.8,0.3,170,7.6,27,90,32,71.8,217,60.9,56,90,66.7,55.5,83.2,70.4,81.9,100,class_7
257,379,4,7.5,93,263,51,75,5,306,7.5,61,58,61.7,5,323,7.5,78,146,25,75.6,0.1,305,7.6,22,59,14,70.5,280,16.8,64.3,98,79.8,72.1,85.7,85.8,89.9,100,class_7
273,146,1.8,7.6,109,161,59,64.3,4,384,7.7,100,47,67.3,3.5,378,7.6,55,129,31,73.9,0.2,382,7.6,15,63,26,82.4,391,45.6,55.8,95.7,82.1,69,90.4,79.2,85.3,100,class_7
291,47,1.5,8.1,42,74,17,67.1,3,155,8,30,11,69.1,2,150,7.6,50,117,16,85.7,0.1,136,7.5,11,59,15,86.4,140,18.5,48.5,95,85.1,69,88.4,73,84.3,100,class_7
309,40,5.7,7.7,30,144,91,51,4,384,7.7,45,42,67.7,2.5,373,7.6,45,129,36,75.5,0.1,363,7.5,16,91,38,75.7,378,30.9,50.5,96,79.2,59.3,82.6,71.1,84.1,100,class_7
378,212,0.2,7.8,29,46,16,73.9,3.8,353,7.8,34,29,75.6,3.5,362,7.8,30,46,14,82.4,0.2,345,7.5,10,46,7,88.6,344,37.5,60.5,95.7,82.5,62,87.7,73.3,89.9,99.7,class_7
409,155,0.55,7.4,70,132,32,69.4,3,223,7.4,61,41,60.2,3,265,7.4,60,105,23,71.8,0.1,304,7.6,12,83,19,78.5,311,28.4,60.2,98.3,85.6,59.6,89.9,72.1,84.7,99.7,class_7
